时间,时间维度,南方电网,广东,广西,云南,广州,深圳,海南,贵州,指标单位
2022-02-09,日,148843,72358,24334,25314,11777,9562,4787,23774,MW
2022-02-10,日,153889,76106,24420,25424,12078,10183,4842,23597,MW
2022-02-11,日,154661,77416,24403,25732,11557,10480,4793,24147,MW
2022-02-12,日,155071,77618,24300,26096,11303,10371,4796,23684,MW
2022-02-13,日,155597,78344,24524,25991,11954,9955,4725,23659,MW
2022-02-14,日,158458,82478,23365,26330,12055,11091,4796,23624,MW
2022-02-15,日,151227,78319,22203,26342,11550,10868,4631,22708,MW
2022-02-16,日,162411,85777,23668,26613,12137,11561,4805,22871,MW
2022-02-17,日,168010,88888,24020,26476,12693,11813,4827,23816,MW
2022-02-18,日,171099,90517,25235,27013,12890,11815,4920,24824,MW
2022-02-19,日,178676,94783,26851,28193,13865,12041,4863,25650,MW
2022-02-20,日,179873,93374,27680,30256,14485,11937,4929,25770,MW
2022-02-21,日,194884,104183,27979,31735,15930,13923,5091,26973,MW
2022-02-22,日,195739,105280,28684,30670,16083,13999,5194,26553,MW
2022-02-23,日,190283,102074,28204,29451,15431,13481,5215,26204,MW
2022-02-24,日,186011,100039,26870,29450,14776,13314,5286,26703,MW
2022-02-25,日,180289,96848,25478,28642,13695,12774,5089,26267,MW
2022-02-26,日,172826,91729,24658,28018,12708,11980,4993,24725,MW
2022-02-27,日,162175,83399,23370,27639,12079,10484,4922,23061,MW
2022-02-28,日,168465,91782,22812,27487,12977,12137,4995,22052,MW
2022-03-01,日,170238,92856,22901,27662,13016,12326,5003,22686,MW
2022-03-02,日,171246,94746,22838,27627,13248,12386,4956,21666,MW
2022-03-03,日,170458,95011,22122,27533,13234,12347,4980,21227,MW
2022-03-04,日,173202,95794,22508,27833,13307,12491,4940,21886,MW
2022-03-05,日,168837,92719,22646,28041,12946,11866,4948,21250,MW
2022-03-06,日,158583,83160,22781,27910,11787,10210,4972,21636,MW
2022-03-07,日,169179,95297,22850,28141,13025,12276,4893,20106,MW
2022-03-08,日,166945,94578,22504,27503,13007,12223,4814,19535,MW
2022-03-09,日,170548,96363,22848,27593,13291,12344,4966,19972,MW
2022-03-10,日,170883,96703,23071,27718,13396,12455,4944,20040,MW
2022-03-11,日,170292,96881,22983,27925,13244,12426,4895,19600,MW
2022-03-12,日,165562,92936,22602,28015,12807,11553,4986,19393,MW
2022-03-13,日,158371,85422,22419,27924,12290,10146,4951,19247,MW
2022-03-14,日,167422,94573,23131,28405,14019,8832,5040,18886,MW
2022-03-15,日,167104,93470,23220,28244,14245,8875,4974,18755,MW
2022-03-16,日,161150,88770,22574,27823,13512,8406,4978,18776,MW
2022-03-17,日,163375,90403,23188,27958,14049,8672,5082,18404,MW
2022-03-18,日,166245,92561,22953,28291,14022,9259,5028,18823,MW
2022-03-19,日,162671,90768,22729,28570,13407,9139,5068,18015,MW
2022-03-20,日,155743,82412,22220,28774,12181,8621,5178,18508,MW
2022-03-21,日,174469,98791,23149,29171,14132,12818,5312,19575,MW
2022-03-22,日,176617,101596,22959,29139,14345,13661,5379,20101,MW
2022-03-23,日,170958,94976,23217,29282,13134,12079,4980,19724,MW
2022-03-24,日,170966,95874,23132,28804,13229,12194,5030,19326,MW
2022-03-25,日,173857,99510,22930,28693,13911,13094,5264,18721,MW
2022-03-26,日,172691,97907,22230,29537,13397,13187,5300,19651,MW
2022-03-27,日,159225,85379,22208,29685,11879,10800,4852,20444,MW
2022-03-28,日,169243,95144,22414,29016,13142,12270,4740,18898,MW
2022-03-29,日,170921,95298,22539,28988,13068,12308,4764,20368,MW
2022-03-30,日,171671,96285,22712,29061,13436,12784,4797,20569,MW
2022-03-31,日,171218,95690,22310,29313,13687,13217,4732,20526,MW
2022-04-01,日,168330,91662,22110,30683,12772,12318,4392,21164,MW
2022-04-02,日,166753,91489,22078,29807,12472,11961,4293,20909,MW
2022-04-03,日,155937,84465,20814,27877,11578,10798,4228,19433,MW
2022-04-04,日,146817,77575,20254,28075,10983,10052,4114,19003,MW
2022-04-05,日,137854,67351,19278,28601,10670,8846,4117,19585,MW
2022-04-06,日,165838,92943,21091,30275,13294,12674,4300,19852,MW
2022-04-07,日,168775,95716,21986,28608,13509,12925,4345,19588,MW
2022-04-08,日,169401,96328,21902,28862,13500,13071,4409,18906,MW
2022-04-09,日,165270,93064,21975,28783,12540,12580,4439,18824,MW
2022-04-10,日,158407,85960,22023,28636,11973,11363,4464,18908,MW
2022-04-11,日,171351,99074,22443,28924,13696,14171,4544,18227,MW
2022-04-12,日,173588,100999,22300,28853,13821,14645,4607,18525,MW
2022-04-13,日,174416,101978,22590,28746,13657,14424,4671,18406,MW
2022-04-14,日,175548,100491,22834,29335,13353,14439,4762,19549,MW
2022-04-15,日,173736,99006,21950,29126,13179,14016,4813,20455,MW
2022-04-16,日,166993,93162,21321,28821,11820,12319,4727,20506,MW
2022-04-17,日,156174,81347,21767,28744,11019,10670,4628,21038,MW
2022-04-18,日,168448,93865,22069,29407,12293,12736,4378,20586,MW
2022-04-19,日,167914,93919,22157,28915,12307,12641,4377,19790,MW
2022-04-20,日,168283,94422,22357,28475,12384,12869,4492,19560,MW
2022-04-21,日,169560,97029,21965,28563,12837,13691,4614,18700,MW
2022-04-22,日,170563,98809,21594,28668,13196,14219,4776,18982,MW
2022-04-23,日,169879,97871,22052,28670,13142,13849,4932,18659,MW
2022-04-24,日,166865,94495,21976,28415,13645,13917,5174,18226,MW
2022-04-25,日,180225,107881,22414,28632,15048,16133,5325,18598,MW
2022-04-26,日,183652,110551,22971,29082,15477,16318,5554,18390,MW
2022-04-27,日,185569,112650,23355,29068,15889,16864,5367,18182,MW
2022-04-28,日,187326,114081,23448,29592,16043,17141,5492,18103,MW
2022-04-29,日,186892,114107,22911,29119,16102,17048,5432,18445,MW
2022-04-30,日,169018,96791,21548,28923,13176,13376,5134,17954,MW
2022-05-01,日,132403,71391,18983,28780,9903,10250,4185,17644,MW
2022-05-02,日,138229,70672,19535,28424,10454,9036,4204,17778,MW
2022-05-03,日,152663,82991,20379,29165,11639,11038,4304,18154,MW
2022-05-04,日,161386,91521,21032,29153,12747,12590,4452,18604,MW
2022-05-05,日,169977,99761,21618,29625,13946,14465,4699,18051,MW
2022-05-06,日,172449,102851,21540,28767,14514,15040,4632,17790,MW
2022-05-07,日,172076,101582,21375,28984,14133,14607,4477,17942,MW
2022-05-08,日,156691,87132,20205,29192,12371,11740,4542,17776,MW
2022-05-09,日,170707,100528,20983,29163,14338,14989,4766,17274,MW
2022-05-10,日,173353,102395,21209,29196,14399,15001,4832,17944,MW
2022-05-11,日,173267,101627,21034,29379,14345,14464,5078,17742,MW
2022-05-12,日,170869,100992,20758,28621,14146,14425,5109,17913,MW
2022-05-13,日,173106,101971,20199,28357,14036,14717,5088,17827,MW
2022-05-14,日,164992,93819,20252,28422,12991,13155,5035,18419,MW
2022-05-15,日,151865,81234,19540,28291,11754,11004,4841,18394,MW
2022-05-16,日,161317,90609,20363,28138,12758,12744,4447,18441,MW
2022-05-17,日,162173,92711,20626,27812,13254,13368,4459,18095,MW
2022-05-18,日,162826,93671,20942,27554,13653,13450,4595,18140,MW
2022-05-19,日,169611,98626,21371,28197,14326,14538,4698,18183,MW
2022-05-20,日,175538,104604,21035,28705,15114,15739,4822,17919,MW
2022-05-21,日,172611,101199,20789,28428,14350,14651,4896,18234,MW
2022-05-22,日,159194,87500,20526,27813,13051,12197,4782,18636,MW
2022-05-23,日,172233,100722,20756,27669,14415,15118,5028,17482,MW
2022-05-24,日,173528,103786,21031,27873,15293,15601,4974,17477,MW
2022-05-25,日,175113,106055,21491,27908,15545,15978,5007,17263,MW
2022-05-26,日,180381,109301,21381,28227,16255,16403,5117,16925,MW
2022-05-27,日,181162,109333,21543,27869,16802,15621,5242,17231,MW
2022-05-28,日,177907,106040,21674,27982,15654,15724,5273,17015,MW
2022-05-29,日,170167,98111,22453,28374,15331,14147,5338,16789,MW
2022-05-30,日,187354,114845,22208,28725,17278,17461,5458,16777,MW
2022-05-31,日,186947,115412,22257,28508,17286,17623,5494,16888,MW
2022-06-01,日,187527,115479,22232,28283,17443,17659,5414,16521,MW
2022-06-02,日,183234,112136,21919,28384,16541,17279,5379,16511,MW
2022-06-03,日,148990,88347,21404,27228,13199,12983,5207,15454,MW
2022-06-04,日,164967,94583,22709,27906,14995,13562,5382,16419,MW
2022-06-05,日,175626,103980,22348,28286,16285,15040,5695,16015,MW
2022-06-06,日,192958,119810,21786,28601,17855,18577,5951,16340,MW
2022-06-07,日,186578,114408,22066,28390,16857,17345,5456,16814,MW
2022-06-08,日,181913,109349,22313,28667,16052,16254,4980,16848,MW
2022-06-09,日,181773,108502,23006,28116,15734,16456,4932,16971,MW
2022-06-10,日,183390,111070,21739,28580,16460,16649,5004,16817,MW
2022-06-11,日,177671,105571,21046,28469,15397,15425,5143,16929,MW
2022-06-12,日,165815,94850,22185,27963,14340,13791,5499,16922,MW
2022-06-13,日,185486,113883,21308,28279,17220,17659,5836,16472,MW
2022-06-14,日,184354,112681,21417,28332,16528,17254,5795,17161,MW
2022-06-15,日,181840,109192,21778,28015,15788,17069,5444,17191,MW
2022-06-16,日,181200,108054,21573,27999,16143,16935,5541,16888,MW
2022-06-17,日,185594,112474,22184,28342,17020,17586,5708,17061,MW
2022-06-18,日,180924,106954,22231,28149,15841,16107,5822,17172,MW
2022-06-19,日,172375,97181,23128,28626,15384,14307,5913,17551,MW
2022-06-20,日,191454,115793,22620,28966,17424,18229,6196,17281,MW
2022-06-21,日,191934,115745,22927,29380,17264,17921,6268,17604,MW
2022-06-22,日,194759,118873,23956,29791,18070,18317,6291,17584,MW
2022-06-23,日,196674,121132,24611,29155,18395,18744,6249,17636,MW
2022-06-24,日,198280,121350,24946,29269,18525,18688,6091,17685,MW
2022-06-25,日,192617,116727,25259,28802,17622,17527,5650,17199,MW
2022-06-26,日,181122,105239,25313,29002,16707,15256,5740,17834,MW
2022-06-27,日,201100,122864,25884,29104,18872,18830,6029,17597,MW
2022-06-28,日,201353,124299,25724,28638,19060,18987,6336,18020,MW
2022-06-29,日,202082,124894,24300,28586,19697,19100,6427,18084,MW
2022-06-30,日,197169,120699,24556,28425,18737,18110,6064,18058,MW
2022-07-01,日,190757,113570,24586,28676,17831,17035,5524,18676,MW
2022-07-02,日,174549,99675,22927,28368,14769,14266,4429,17818,MW
2022-07-03,日,163621,91756,21765,28557,14411,13609,5020,17856,MW
2022-07-04,日,185790,109951,23490,29385,16581,16973,5534,18489,MW
2022-07-05,日,192723,114303,23693,29481,17309,17439,5852,18546,MW
2022-07-06,日,189961,114812,22994,28731,17522,17666,5625,18725,MW
2022-07-07,日,192365,115558,23116,29195,17636,18112,5874,19113,MW
2022-07-08,日,194579,116498,22939,29573,17694,18271,5676,19530,MW
2022-07-09,日,190075,113747,24545,29707,17197,17423,5207,19425,MW
2022-07-10,日,183467,106127,25190,29776,16962,15599,5165,19336,MW
2022-07-11,日,204174,124470,26505,30379,19191,19455,5412,19714,MW
2022-07-12,日,207231,126584,27165,30362,19437,19569,5243,19769,MW
2022-07-13,日,209402,127142,27787,30735,19431,19523,5215,20060,MW
2022-07-14,日,212288,129357,28560,31117,19788,19767,5220,20641,MW
2022-07-15,日,213380,130546,28183,31043,20293,20133,5473,20761,MW
2022-07-16,日,203429,123949,28377,30821,18780,18625,5576,20502,MW
2022-07-17,日,194264,113623,28222,30490,17951,16218,5817,20088,MW
2022-07-18,日,212928,132103,26972,30932,20596,20143,6203,19457,MW
2022-07-19,日,211650,130861,27313,30658,20293,19819,6396,19329,MW
2022-07-20,日,209305,130763,25702,29658,20161,19887,6101,18556,MW
2022-07-21,日,208923,131310,25883,29446,20118,19937,5598,18847,MW
2022-07-22,日,210864,133481,27359,29045,20467,20061,5769,19313,MW
2022-07-23,日,206148,130516,27687,28691,20029,19332,5817,19150,MW
2022-07-24,日,202167,124372,28431,28735,19727,17325,5904,19184,MW
2022-07-25,日,222647,141737,29621,29984,22414,21426,6139,20145,MW
2022-07-26,日,222782,139551,29708,30554,22031,20857,6226,20322,MW
2022-07-27,日,220752,137766,30507,30693,21527,20414,6294,20176,MW
2022-07-28,日,220875,138880,30228,30135,21789,20834,6343,19380,MW
2022-07-29,日,221082,140074,28688,30129,22105,21267,6399,19508,MW
2022-07-30,日,205285,124684,27395,29952,20258,17066,6242,19708,MW
2022-07-31,日,191357,113982,28046,29551,18075,15751,6106,19210,MW
2022-08-01,日,210430,130707,28595,29737,20182,19935,6308,19818,MW
2022-08-02,日,214864,134251,29570,28853,20961,20239,6223,19968,MW
2022-08-03,日,209876,126413,28925,29425,19021,18626,6175,20300,MW
2022-08-04,日,199010,116395,27169,29678,17687,16494,5802,20326,MW
2022-08-05,日,194098,115033,24203,28858,17383,16658,5421,20064,MW
2022-08-06,日,187517,111206,23620,28526,16923,15887,4838,19118,MW
2022-08-07,日,180043,105187,25715,28270,16857,14367,4811,19391,MW
2022-08-08,日,202595,122854,26372,29055,19273,18464,4561,20063,MW
2022-08-09,日,196745,117369,25903,29734,17842,16723,4527,20148,MW
2022-08-10,日,189427,112263,24128,29449,16950,16701,4271,20570,MW
2022-08-11,日,188250,112891,22230,30109,16955,17109,4547,20398,MW
2022-08-12,日,187078,109641,23327,29954,16303,15975,4229,20082,MW
2022-08-13,日,182628,106387,24372,30183,15347,15365,4456,20036,MW
2022-08-14,日,179824,101996,25515,30184,15869,14185,4656,20093,MW
2022-08-15,日,204613,123795,27668,30771,18667,18717,4591,20770,MW
2022-08-16,日,207365,124259,28140,30770,19109,18731,4582,21152,MW
2022-08-17,日,208135,123568,28615,31283,18537,18632,4319,21365,MW
2022-08-18,日,203319,120330,28154,31362,17814,17751,4496,21101,MW
2022-08-19,日,206178,121383,28985,31611,18076,17743,4576,21549,MW
2022-08-20,日,196360,113302,27250,30911,16639,16319,4350,21278,MW
2022-08-21,日,180059,102303,24518,30666,15445,14673,4689,20558,MW
2022-08-22,日,208037,126361,26104,31232,18796,19147,4670,21195,MW
2022-08-23,日,213862,131250,28462,30878,20059,20207,5087,21477,MW
2022-08-24,日,219309,134298,28546,30964,21202,20528,5073,21587,MW
2022-08-25,日,198300,116350,26724,30910,17866,17306,4421,21634,MW
2022-08-26,日,201901,121449,24275,31262,18395,18630,4678,21009,MW
2022-08-27,日,197817,120665,25521,30210,17804,17781,4672,20268,MW
2022-08-28,日,192717,113524,27251,30730,17916,16686,4814,20661,MW
2022-08-29,日,212044,128756,28091,31231,19803,19110,5019,20411,MW
2022-08-30,日,209972,127247,28010,30943,19470,18576,4884,20000,MW
2022-08-31,日,206076,125830,25820,30743,19711,18687,4808,18683,MW
2022-09-01,日,198293,121042,24451,30505,18196,18253,4952,18704,MW
2022-09-02,日,197223,118954,25661,30024,17585,17133,4873,18846,MW
2022-09-03,日,186320,109944,25773,30660,16261,13465,4926,18506,MW
2022-09-04,日,177260,104691,24992,30364,16316,12864,4985,17999,MW
2022-09-05,日,196308,120891,25529,30190,18086,17667,5103,18276,MW
2022-09-06,日,200034,122781,26127,30677,18649,17999,5097,18227,MW
2022-09-07,日,201160,122279,26895,30226,19113,17833,4956,18270,MW
2022-09-08,日,201441,122883,26032,30887,19302,18510,4512,17826,MW
2022-09-09,日,195289,117402,24378,31327,18200,17581,4377,17898,MW
2022-09-10,日,161677,97018,22588,29896,14771,13524,4291,17191,MW
2022-09-11,日,170980,100169,22623,29362,15594,14289,4619,17581,MW
2022-09-12,日,188384,115356,23719,29375,17528,16688,4890,17821,MW
2022-09-13,日,200655,126475,24620,29665,19391,19136,5150,17761,MW
2022-09-14,日,200409,125960,25497,29223,19103,18918,5255,17683,MW
2022-09-15,日,201433,125751,25983,29093,18958,18941,5358,17548,MW
2022-09-16,日,203786,126874,26016,29572,19744,19356,5431,17574,MW
2022-09-17,日,201546,126553,26938,28648,19382,18810,5263,18107,MW
2022-09-18,日,196738,120548,27450,29483,19454,17582,5398,18382,MW
2022-09-19,日,210055,131274,28306,29618,20566,19792,5634,18383,MW
2022-09-20,日,206521,129309,26304,28872,20397,19464,5391,17529,MW
2022-09-21,日,200176,123601,25689,28891,18926,18346,5093,17426,MW
2022-09-22,日,198658,123052,25874,28773,18607,18008,4794,17161,MW
2022-09-23,日,200354,123798,24694,28165,18825,18152,4749,17834,MW
2022-09-24,日,191100,115889,24353,28694,17641,16445,4768,17870,MW
2022-09-25,日,181619,107868,24886,27849,16830,15006,4952,18146,MW
2022-09-26,日,197226,123855,25560,27858,18914,18235,5042,18115,MW
2022-09-27,日,198899,124337,25677,28361,19258,18338,4714,17758,MW
2022-09-28,日,198667,123565,25552,28398,19002,18150,4859,18173,MW
2022-09-29,日,198147,121726,24807,28264,18936,18011,4895,18159,MW
2022-09-30,日,192585,117003,24319,28026,17820,16899,4975,17647,MW
2022-10-01,日,149858,84144,21790,27048,13043,11178,4524,17045,MW
2022-10-02,日,157211,85471,23050,27110,13800,11261,4834,17253,MW
2022-10-03,日,164383,91581,23776,26673,14429,11693,4868,17856,MW
2022-10-04,日,177063,104008,24186,27084,16064,13578,4849,17719,MW
2022-10-05,日,181261,108763,24889,27391,16353,14489,5103,17795,MW
2022-10-06,日,186552,113442,24640,27946,16943,15644,4894,18085,MW
2022-10-07,日,184716,112838,23008,27894,16431,16097,4864,18939,MW
2022-10-08,日,183637,110733,23018,28102,16032,16262,4914,19336,MW
2022-10-09,日,177687,104284,22178,28211,14994,15479,5038,19378,MW
2022-10-10,日,172815,100831,22827,28042,13917,14094,4728,19821,MW
2022-10-11,日,171740,97410,22825,28685,13766,13670,4844,19480,MW
2022-10-12,日,173069,98009,22928,28876,13815,13725,4901,19651,MW
2022-10-13,日,175227,100406,23301,28608,14179,14231,4963,19357,MW
2022-10-14,日,176145,102870,23076,29039,14443,14797,4915,19227,MW
2022-10-15,日,172023,98093,22833,29356,13689,13584,4998,18752,MW
2022-10-16,日,162759,88918,22300,28909,13040,12311,4925,19040,MW
2022-10-17,日,172874,99750,22744,28402,14334,14283,5001,19271,MW
2022-10-18,日,168643,95053,22648,28221,13412,12980,4587,19056,MW
2022-10-19,日,168851,94104,22586,28267,13395,12850,4545,19107,MW
2022-10-20,日,171450,97000,22503,28917,13822,13676,4839,19046,MW
2022-10-21,日,173875,100436,23203,28562,14381,14311,4835,19119,MW
2022-10-22,日,171461,98214,23479,28718,13875,13613,4830,19072,MW
2022-10-23,日,164926,89878,23284,29429,13664,12322,4861,19191,MW
2022-10-24,日,178070,104029,23658,28898,15221,14979,4942,19291,MW
2022-10-25,日,175016,101433,23775,28779,14567,14093,5030,18873,MW
2022-10-26,日,174368,100629,24040,28242,14339,14227,5005,19445,MW
2022-10-27,日,176813,101692,23829,29105,14636,14500,5124,20061,MW
2022-10-28,日,177117,102186,23368,28774,14324,14556,5037,20359,MW
2022-10-29,日,172180,96218,23510,29662,13229,13274,4993,20349,MW
2022-10-30,日,161352,84913,22720,28489,12201,11463,4957,20439,MW
2022-10-31,日,168494,94327,22379,28877,13061,13357,4983,20080,MW
2022-11-01,日,167342,91662,22653,28466,12795,12816,4959,20070,MW
2022-11-02,日,168606,92625,22871,29128,12803,12748,5027,20112,MW
2022-11-03,日,169233,94823,23108,28912,12947,13036,5096,20024,MW
2022-11-04,日,171144,95286,23261,29370,12775,13121,5068,20162,MW
2022-11-05,日,165792,90585,22898,29331,12102,12003,5095,20186,MW
2022-11-06,日,157288,82990,22833,28929,11641,10792,5076,20076,MW
2022-11-07,日,170757,94230,23602,29783,12851,12886,5158,19998,MW
2022-11-08,日,170925,94675,23447,29192,12847,13076,5117,20234,MW
2022-11-09,日,171583,95468,23428,29049,12896,13453,5066,19957,MW
2022-11-10,日,172497,97042,23427,29027,12906,13752,5184,19694,MW
2022-11-11,日,173534,97771,23714,29146,12934,14181,5228,19171,MW
2022-11-12,日,169466,93608,23614,29242,12437,12853,5257,19291,MW
2022-11-13,日,160870,85944,23162,28940,12144,11846,5230,19862,MW
2022-11-14,日,174943,98228,23323,29478,13188,14034,5460,20914,MW
2022-11-15,日,176301,98978,23302,29492,13337,14228,5405,21162,MW
2022-11-16,日,176118,98667,23438,29684,13275,14110,5508,21510,MW
2022-11-17,日,176732,98799,23309,29619,13573,14115,5527,20613,MW
2022-11-18,日,177688,100259,23600,30038,13660,14400,5504,21155,MW
2022-11-19,日,172065,96602,23455,29625,13099,13332,5454,20723,MW
2022-11-20,日,163409,87304,23110,29273,12258,11857,5387,20428,MW
2022-11-21,日,176890,99485,23602,30042,13460,14042,5367,20668,MW
2022-11-22,日,175917,98782,23546,29569,13186,14059,5273,21214,MW
2022-11-23,日,175154,97506,23227,30112,12816,13891,5416,21226,MW
2022-11-24,日,173304,96952,22995,29983,12464,13514,5442,21214,MW
2022-11-25,日,173695,96386,22860,30248,12342,13562,5377,21126,MW
2022-11-26,日,168108,91380,23083,30107,11851,12448,5402,20335,MW
2022-11-27,日,159328,84405,22845,29683,11517,11307,5366,19680,MW
2022-11-28,日,175739,98943,23255,29770,13233,14419,5624,20262,MW
2022-11-29,日,177357,99108,23612,30150,13167,14655,5690,21603,MW
2022-11-30,日,173170,92784,24086,30113,12008,13130,5573,23982,MW
2022-12-01,日,178569,92436,25993,30586,12673,12550,5191,25652,MW
2022-12-02,日,181847,95489,26964,30335,13094,12588,5202,25467,MW
2022-12-03,日,177779,91246,27118,30157,12380,11924,5235,25579,MW
2022-12-04,日,171723,85293,27118,30422,11924,10851,5226,26304,MW
2022-12-05,日,187179,98205,27275,31092,13533,12859,5351,26537,MW
2022-12-06,日,187142,98865,27021,30961,13520,12907,5376,26721,MW
2022-12-07,日,185475,98691,26890,31240,13313,12902,5388,25477,MW
2022-12-08,日,184961,97900,26828,31707,13232,12843,5415,25286,MW
2022-12-09,日,183424,97678,26123,31854,13070,12758,5355,24539,MW
2022-12-10,日,177290,93049,25781,31351,12411,12023,5327,24287,MW
2022-12-11,日,171235,87192,25248,31060,12224,11089,5303,24394,MW
2022-12-12,日,185320,99692,26120,32134,13600,13036,5443,24567,MW
2022-12-13,日,188070,100895,26222,32140,13817,13368,5473,25115,MW
2022-12-14,日,189556,103065,26152,32548,14056,13712,5487,24447,MW
2022-12-15,日,187078,103223,25855,30695,14050,13679,5496,24212,MW
2022-12-16,日,188774,102714,26264,31590,13820,13497,5478,24998,MW
2022-12-17,日,190281,100252,27051,34280,13421,13244,5501,25332,MW
2022-12-18,日,184172,93625,27190,34126,13117,12280,5602,25413,MW
2022-12-19,日,191680,102536,27411,32681,13833,13554,5589,24642,MW
2022-12-20,日,189098,99950,27405,33205,13399,13072,5542,25445,MW
2022-12-21,日,186959,98100,26851,33336,13108,12693,5474,24756,MW
2022-12-22,日,180472,92566,25848,32711,12687,12290,5412,24846,MW
2022-12-23,日,181273,93503,26488,32337,12628,12112,5422,24725,MW
2022-12-24,日,174495,89189,25509,31986,12225,11459,5376,23196,MW
2022-12-25,日,167845,83960,25138,31523,11862,10602,5277,22990,MW
2022-12-26,日,177246,92176,25444,31683,12549,12092,5319,24012,MW
2022-12-27,日,178170,91947,25964,31967,12570,12152,5293,24886,MW
2022-12-28,日,181093,91915,26933,33783,12603,12167,5264,25174,MW
2022-12-29,日,182574,92353,28047,33875,12759,12306,5322,25079,MW
2022-12-30,日,180154,91569,27223,33782,12511,12306,5308,24187,MW
2022-12-31,日,170050,83227,26586,33326,11658,10921,5362,23761,MW
2023-01-01,日,154763,71442,25073,31062,10519,9271,5254,23171,MW
2023-01-02,日,173456,87116,26392,31832,12108,11385,5346,24043,MW
2023-01-03,日,178724,92144,26344,31678,12915,12421,5457,24450,MW
2023-01-04,日,177257,91649,26166,31258,12823,12373,5467,24286,MW
2023-01-05,日,173968,90330,25565,30691,12544,12174,5446,24042,MW
2023-01-06,日,169765,88346,24603,30947,12321,12049,5354,22050,MW
2023-01-07,日,164781,84041,24605,30890,11773,11334,5278,21169,MW
2023-01-08,日,159028,79899,24670,30958,11475,10690,5296,20614,MW
2023-01-09,日,165744,85653,24740,31311,12197,11511,5383,20474,MW
2023-01-10,日,161349,82791,24512,30232,11910,11270,5377,19660,MW
2023-01-11,日,155937,79274,24309,29534,11631,10953,5326,18924,MW
2023-01-12,日,150375,76092,23883,28912,11486,10549,5269,18154,MW
2023-01-13,日,147313,74004,23199,28112,11380,10131,5256,18172,MW
2023-01-14,日,142030,67855,22766,28131,10317,9208,5212,19791,MW
2023-01-15,日,143947,63994,24741,29268,9984,8174,5115,22460,MW
2023-01-16,日,147319,65371,26687,29311,10432,8292,5220,23021,MW
2023-01-17,日,145604,63201,26480,30059,10227,7846,5312,23051,MW
2023-01-18,日,140788,59374,25451,29101,9337,7187,5337,22651,MW
2023-01-19,日,131979,54350,23803,28769,8399,6645,5187,21921,MW
2023-01-20,日,126891,50831,22072,27301,7563,6104,4956,22040,MW
2023-01-21,日,117445,48294,20829,26705,6899,5471,4774,22259,MW
2023-01-22,日,112333,46248,20043,24561,6601,5346,4643,18282,MW
2023-01-23,日,114656,46553,20753,25255,6672,5447,4660,19220,MW
2023-01-24,日,119658,48465,21222,27307,7028,5723,4877,19033,MW
2023-01-25,日,121436,50793,21518,25497,7530,5985,4950,19309,MW
2023-01-26,日,124982,52061,22435,26148,7606,6173,4968,20347,MW
2023-01-27,日,133565,55947,23643,28788,8661,6927,5092,21201,MW
2023-01-28,日,139595,59529,23995,29905,9440,7755,5245,22150,MW
2023-01-29,日,141717,64030,24173,29263,10303,8653,5234,20946,MW
2023-01-30,日,144756,68171,24176,28497,10635,9526,5230,20076,MW
2023-01-31,日,146300,71623,23214,27592,10650,9931,5197,19850,MW
2023-02-01,日,150918,75072,23625,27605,11204,10601,5220,19702,MW
2023-02-02,日,157093,78673,23931,28526,11461,10989,5196,21539,MW
2023-02-03,日,160664,81260,25045,28665,11497,11068,5180,22292,MW
2023-02-04,日,159514,80719,25414,28153,11152,10645,5132,22021,MW
2023-02-05,日,150189,73799,24713,27579,10915,9702,4862,21037,MW
2023-02-06,日,167019,87076,26290,27717,12460,11873,5193,22098,MW
2023-02-07,日,170984,89346,26045,28721,12691,12160,5305,22514,MW
2023-02-08,日,171367,90320,25748,28343,12726,12212,5317,21958,MW
2023-02-09,日,174479,92521,26075,29493,12970,12487,5357,22362,MW
2023-02-10,日,174187,92611,25967,28497,12781,12566,5377,21794,MW
2023-02-11,日,168761,90562,24909,28251,12240,11833,5372,20505,MW
2023-02-12,日,162752,84580,23926,27800,11917,10854,5470,21435,MW
2023-02-13,日,179001,96809,25391,29215,13303,13143,5471,22694,MW
2023-02-14,日,177465,95254,25893,30407,13025,12438,5197,22130,MW
2023-02-15,日,179074,96076,25903,30017,13301,12529,5276,23409,MW
2023-02-16,日,178930,96379,25496,30186,13324,12711,5292,23158,MW
2023-02-17,日,178068,96363,25071,29914,13136,12615,5241,22489,MW
2023-02-18,日,174296,93303,24754,29470,12578,12167,5297,22142,MW
2023-02-19,日,167575,85951,25156,30318,12305,10852,5256,22363,MW
2023-02-20,日,178451,97054,25143,30394,13401,12709,5331,22236,MW
2023-02-21,日,179658,97266,24918,30659,13429,12698,5297,23268,MW
2023-02-22,日,181580,97750,25361,30266,13426,12704,5402,23856,MW
2023-02-23,日,182304,98595,25245,30154,13537,12755,5369,23865,MW
2023-02-24,日,182617,98483,25916,30435,13468,12695,5383,23347,MW
2023-02-25,日,177297,94441,25399,31100,12743,11762,5273,22320,MW
2023-02-26,日,169761,87203,25456,30815,12345,10633,5312,22007,MW
2023-02-27,日,180481,98590,25462,30141,13512,12628,5373,21004,MW
2023-02-28,日,177993,97685,24827,29227,13411,12592,5373,21042,MW
2023-03-01,日,177752,96948,26124,29190,13295,12715,5364,21941,MW
2023-03-02,日,181113,99083,26305,29518,13606,12812,5379,21975,MW
