时间,时间维度,南方电网,广东,广西,云南,海南,贵州,指标单位
2017-11-05,日,116478.00000000,58197.00000000,16150.00000000,12400.00000000,3036.00000000,26095.00000000,MWh
2017-11-06,日,116478.00000000,58197.00000000,16150.00000000,12400.00000000,3036.00000000,26095.00000000,MWh
2017-11-07,日,116478.00000000,58197.00000000,16150.00000000,12400.00000000,3036.00000000,26095.00000000,MWh
2017-11-08,日,116478.00000000,58197.00000000,16150.00000000,12400.00000000,3036.00000000,26095.00000000,MWh
2017-11-09,日,116478.00000000,58197.00000000,16150.00000000,12400.00000000,3036.00000000,26095.00000000,MWh
2017-11-10,日,116478.00000000,58197.00000000,16150.00000000,12400.00000000,3036.00000000,26095.00000000,MWh
2017-11-11,日,116478.00000000,58197.00000000,16150.00000000,12400.00000000,3036.00000000,26095.00000000,MWh
2017-11-12,日,116478.00000000,58197.00000000,16150.00000000,12400.00000000,3036.00000000,26095.00000000,MWh
2017-11-13,日,116478.00000000,58197.00000000,16150.00000000,12400.00000000,3036.00000000,26095.00000000,MWh
2017-11-14,日,116478.00000000,58197.00000000,16150.00000000,12400.00000000,3036.00000000,26095.00000000,MWh
2017-11-15,日,116478.00000000,58197.00000000,16150.00000000,12400.00000000,3036.00000000,26095.00000000,MWh
2017-11-16,日,116478.00000000,58197.00000000,16150.00000000,12400.00000000,3036.00000000,26095.00000000,MWh
2017-11-17,日,116478.00000000,58197.00000000,16150.00000000,12400.00000000,3036.00000000,26095.00000000,MWh
2017-11-18,日,116478.00000000,58197.00000000,16150.00000000,12400.00000000,3036.00000000,26095.00000000,MWh
2017-11-19,日,116478.00000000,58197.00000000,16150.00000000,12400.00000000,3036.00000000,26095.00000000,MWh
2017-11-20,日,116478.00000000,58197.00000000,16150.00000000,12400.00000000,3036.00000000,26095.00000000,MWh
2017-11-21,日,116478.00000000,58197.00000000,16150.00000000,12400.00000000,3036.00000000,26095.00000000,MWh
2017-11-22,日,116478.00000000,58197.00000000,16150.00000000,12400.00000000,3036.00000000,26095.00000000,MWh
