时间,时间维度,南方电网,广东,广西,云南,海南,贵州,天生桥及龙滩,指标单位
2019-03-12,日,1025659.00000000,108077.00000000,125783.00000000,617896.00000000,4122.00000000,97573.00000000,72208.00000000,MWh
2019-03-13,日,991459.00000000,102611.00000000,129173.00000000,582866.00000000,4170.00000000,95170.00000000,77469.00000000,MWh
2019-03-14,日,982094.00000000,99487.00000000,126703.00000000,572418.00000000,4130.00000000,98176.00000000,81180.00000000,MWh
2019-03-15,日,969041.00000000,100952.00000000,123369.00000000,550459.00000000,3707.00000000,108388.00000000,82166.00000000,MWh
2019-03-16,日,939759.00000000,91252.00000000,131944.00000000,533152.00000000,4468.00000000,100663.00000000,78280.00000000,MWh
2019-03-17,日,876293.00000000,87083.00000000,119341.00000000,491501.00000000,4480.00000000,102616.00000000,71272.00000000,MWh
2019-03-18,日,863900.00000000,83065.00000000,111652.00000000,499670.00000000,5029.00000000,92056.00000000,72428.00000000,MWh
2019-03-19,日,894702.00000000,82772.00000000,110094.00000000,532423.00000000,4236.00000000,91701.00000000,73476.00000000,MWh
2019-03-20,日,907556.00000000,79961.00000000,106976.00000000,552902.00000000,5059.00000000,89014.00000000,73644.00000000,MWh
2019-03-21,日,892722.00000000,79610.00000000,109763.00000000,535156.00000000,5400.00000000,87154.00000000,75639.00000000,MWh
2019-03-22,日,918727.00000000,79666.00000000,111220.00000000,542902.00000000,5824.00000000,96966.00000000,82149.00000000,MWh
2019-03-23,日,931174.00000000,82050.00000000,106190.00000000,554617.00000000,5261.00000000,101408.00000000,81648.00000000,MWh
2019-03-24,日,825273.00000000,88906.00000000,114816.00000000,536954.00000000,5271.00000000,109525.00000000,79326.00000000,MWh
