时间,时间维度,南方电网,广东,广西,云南,海南,贵州,天生桥及龙滩,指标单位
2021-04-28,日,963527.00000000,59961.00000000,123628.00000000,592415.00000000,3942.00000000,125655.00000000,57926.00000000,MWh
2021-04-29,日,959755.00000000,61257.00000000,121970.00000000,600962.00000000,3618.00000000,112880.00000000,59068.00000000,MWh
2021-04-30,日,935962.00000000,55983.00000000,125467.00000000,583946.00000000,3269.00000000,109019.00000000,58278.00000000,MWh
2021-05-01,日,843298.00000000,42361.00000000,123285.00000000,530767.00000000,3703.00000000,85936.00000000,57246.00000000,MWh
2021-05-02,日,822904.00000000,40253.00000000,125558.00000000,494059.00000000,4358.00000000,89636.00000000,69040.00000000,MWh
2021-05-03,日,829599.00000000,52977.00000000,116241.00000000,481413.00000000,4045.00000000,105758.00000000,69165.00000000,MWh
2021-05-04,日,986917.00000000,66275.00000000,129198.00000000,561035.00000000,4238.00000000,151637.00000000,74534.00000000,MWh
2021-05-05,日,1117457.00000000,73857.00000000,129422.00000000,641341.00000000,3361.00000000,187182.00000000,82294.00000000,MWh
2021-05-06,日,1059896.00000000,63810.00000000,130426.00000000,620184.00000000,3962.00000000,160304.00000000,81210.00000000,MWh
2021-05-07,日,1161643.00000000,58581.00000000,141386.00000000,670386.00000000,3551.00000000,201280.00000000,86459.00000000,MWh
2021-05-08,日,1146413.00000000,56423.00000000,150802.00000000,666944.00000000,4155.00000000,176095.00000000,91994.00000000,MWh
2021-05-09,日,1066363.00000000,56395.00000000,145317.00000000,628359.00000000,3209.00000000,145893.00000000,87190.00000000,MWh
2021-05-10,日,1019967.00000000,49566.00000000,143994.00000000,596754.00000000,3989.00000000,140029.00000000,85635.00000000,MWh
2021-05-11,日,1111978.00000000,46143.00000000,144052.00000000,661730.00000000,4203.00000000,165858.00000000,89992.00000000,MWh
2021-05-12,日,1093904.00000000,50301.00000000,142230.00000000,639985.00000000,5500.00000000,163446.00000000,92442.00000000,MWh
2021-05-13,日,1050453.00000000,65378.00000000,129492.00000000,597782.00000000,6205.00000000,158716.00000000,92880.00000000,MWh
2021-05-14,日,1044114.00000000,64413.00000000,128190.00000000,584427.00000000,4987.00000000,168448.00000000,93649.00000000,MWh
2021-05-15,日,1052249.00000000,60877.00000000,136990.00000000,578812.00000000,4455.00000000,176326.00000000,94789.00000000,MWh
2021-05-16,日,1037112.00000000,56406.00000000,147848.00000000,533998.00000000,5986.00000000,196042.00000000,96832.00000000,MWh
2021-05-17,日,1139250.00000000,68723.00000000,147919.00000000,624723.00000000,5547.00000000,198250.00000000,94088.00000000,MWh
2021-05-18,日,1142763.00000000,81505.00000000,150526.00000000,611362.00000000,5465.00000000,208212.00000000,85693.00000000,MWh
2021-05-19,日,1143227.00000000,84771.00000000,138670.00000000,621663.00000000,4750.00000000,204966.00000000,88407.00000000,MWh
2021-05-20,日,1127066.00000000,75724.00000000,133947.00000000,609518.00000000,4726.00000000,220458.00000000,82693.00000000,MWh
2021-05-21,日,1053196.00000000,79432.00000000,125315.00000000,572771.00000000,4634.00000000,200228.00000000,70816.00000000,MWh
2021-05-22,日,1042891.00000000,82292.00000000,132407.00000000,558080.00000000,4537.00000000,192574.00000000,73001.00000000,MWh
2021-05-23,日,1070669.00000000,79561.00000000,143145.00000000,589296.00000000,4879.00000000,184783.00000000,69005.00000000,MWh
2021-05-24,日,1112069.00000000,77757.00000000,128821.00000000,626479.00000000,5391.00000000,208512.00000000,65109.00000000,MWh
2021-05-25,日,1043912.00000000,76689.00000000,130447.00000000,565165.00000000,4429.00000000,201055.00000000,66127.00000000,MWh
2021-05-26,日,1050362.00000000,75061.00000000,137665.00000000,569592.00000000,4553.00000000,204084.00000000,59407.00000000,MWh
2021-05-27,日,1073823.00000000,69930.00000000,148427.00000000,584555.00000000,3389.00000000,202670.00000000,64852.00000000,MWh
2021-05-28,日,1013751.00000000,67736.00000000,135007.00000000,552430.00000000,4434.00000000,189155.00000000,64989.00000000,MWh
2021-05-29,日,1020256.00000000,68270.00000000,142543.00000000,541644.00000000,4570.00000000,186619.00000000,76610.00000000,MWh
2021-05-30,日,1040683.00000000,68400.00000000,145729.00000000,569297.00000000,3820.00000000,182236.00000000,71201.00000000,MWh
2021-05-31,日,1072077.00000000,82530.00000000,146091.00000000,561607.00000000,4069.00000000,204521.00000000,73259.00000000,MWh
2021-06-01,日,1114128.00000000,100440.00000000,144087.00000000,585818.00000000,4133.00000000,211624.00000000,68026.00000000,MWh
2021-06-02,日,1160992.00000000,106272.00000000,142551.00000000,632241.00000000,4336.00000000,222097.00000000,53495.00000000,MWh
2021-06-03,日,1158970.00000000,102174.00000000,142968.00000000,665255.00000000,4871.00000000,193008.00000000,50694.00000000,MWh
2021-06-04,日,1215379.00000000,105627.00000000,138461.00000000,715262.00000000,2351.00000000,207579.00000000,46099.00000000,MWh
2021-06-05,日,1267234.00000000,98513.00000000,144714.00000000,748558.00000000,2788.00000000,206228.00000000,66433.00000000,MWh
2021-06-06,日,1207055.00000000,88178.00000000,146197.00000000,706771.00000000,2113.00000000,196694.00000000,67102.00000000,MWh
2021-06-07,日,1258465.00000000,78265.00000000,150624.00000000,741986.00000000,1720.00000000,217648.00000000,68222.00000000,MWh
2021-06-08,日,1272625.00000000,72605.00000000,148267.00000000,765713.00000000,1911.00000000,223266.00000000,60863.00000000,MWh
2021-06-09,日,1270356.00000000,70366.00000000,140016.00000000,784326.00000000,2075.00000000,215230.00000000,58343.00000000,MWh
2021-06-10,日,1236331.00000000,70316.00000000,126904.00000000,761554.00000000,3305.00000000,221039.00000000,53213.00000000,MWh
2021-06-11,日,1342920.00000000,73810.00000000,126029.00000000,848625.00000000,4002.00000000,240485.00000000,49969.00000000,MWh
2021-06-12,日,1358167.00000000,71122.00000000,131406.00000000,900851.00000000,5474.00000000,211289.00000000,38025.00000000,MWh
2021-06-13,日,1332782.00000000,74247.00000000,128052.00000000,897690.00000000,3710.00000000,190983.00000000,38100.00000000,MWh
2021-06-14,日,1186906.00000000,70808.00000000,113747.00000000,800975.00000000,3062.00000000,180197.00000000,18117.00000000,MWh
2021-06-15,日,1314315.00000000,66733.00000000,115435.00000000,892095.00000000,3301.00000000,203645.00000000,33106.00000000,MWh
2021-06-16,日,1334714.00000000,63398.00000000,123209.00000000,914840.00000000,4921.00000000,205201.00000000,23145.00000000,MWh
2021-06-17,日,1353668.00000000,59681.00000000,127271.00000000,933526.00000000,3953.00000000,191441.00000000,37796.00000000,MWh
2021-06-18,日,1374169.00000000,55892.00000000,109333.00000000,965447.00000000,4303.00000000,188001.00000000,51193.00000000,MWh
2021-06-19,日,1372154.00000000,51980.00000000,119058.00000000,963159.00000000,3684.00000000,191182.00000000,43091.00000000,MWh
2021-06-20,日,1395848.00000000,50182.00000000,115310.00000000,971330.00000000,3394.00000000,201677.00000000,53955.00000000,MWh
2021-06-21,日,1494859.00000000,64693.00000000,130318.00000000,1040018.00000000,3510.00000000,206774.00000000,49546.00000000,MWh
2021-06-22,日,1463431.00000000,73045.00000000,146772.00000000,980478.00000000,3230.00000000,207662.00000000,52244.00000000,MWh
2021-06-23,日,1420469.00000000,83283.00000000,130207.00000000,953035.00000000,2641.00000000,210774.00000000,40529.00000000,MWh
2021-06-24,日,1453000.00000000,86270.00000000,126082.00000000,979676.00000000,2197.00000000,212372.00000000,46403.00000000,MWh
2021-06-25,日,1506407.00000000,83124.00000000,132021.00000000,1036921.00000000,1922.00000000,214014.00000000,38405.00000000,MWh
2021-06-26,日,1445239.00000000,78657.00000000,129293.00000000,1015299.00000000,1712.00000000,183494.00000000,36784.00000000,MWh
2021-06-27,日,1437708.00000000,73753.00000000,128070.00000000,998847.00000000,2601.00000000,197507.00000000,36930.00000000,MWh
2021-06-28,日,1428945.00000000,73062.00000000,125550.00000000,958221.00000000,1765.00000000,220684.00000000,49663.00000000,MWh
2021-06-29,日,1533200.00000000,81874.00000000,136511.00000000,1045472.00000000,3099.00000000,223564.00000000,42680.00000000,MWh
2021-06-30,日,1569380.00000000,91247.00000000,129913.00000000,1090723.00000000,2472.00000000,222916.00000000,32109.00000000,MWh
2021-07-01,日,1484972.00000000,91899.00000000,132725.00000000,1013347.00000000,2235.00000000,217276.00000000,27490.00000000,MWh
2021-07-02,日,1473467.00000000,81043.00000000,127629.00000000,1008068.00000000,2386.00000000,226199.00000000,28142.00000000,MWh
2021-07-03,日,1538311.00000000,71768.00000000,117621.00000000,1070769.00000000,2482.00000000,247692.00000000,27979.00000000,MWh
2021-07-04,日,1515706.00000000,67905.00000000,98789.00000000,1082294.00000000,1902.00000000,231866.00000000,32950.00000000,MWh
2021-07-05,日,1577368.00000000,63822.00000000,115978.00000000,1119281.00000000,2241.00000000,230483.00000000,45563.00000000,MWh
2021-07-06,日,1635667.00000000,58731.00000000,125297.00000000,1150108.00000000,1652.00000000,239425.00000000,60454.00000000,MWh
2021-07-07,日,1620289.00000000,58803.00000000,138571.00000000,1129795.00000000,2469.00000000,232257.00000000,58394.00000000,MWh
2021-07-08,日,1588576.00000000,57977.00000000,136117.00000000,1111835.00000000,2098.00000000,227284.00000000,53265.00000000,MWh
2021-07-09,日,1611355.00000000,53567.00000000,139814.00000000,1145071.00000000,1698.00000000,225712.00000000,45493.00000000,MWh
2021-07-10,日,1560754.00000000,45913.00000000,133697.00000000,1113855.00000000,1852.00000000,222479.00000000,42958.00000000,MWh
2021-07-11,日,1533786.00000000,44695.00000000,127433.00000000,1090558.00000000,1325.00000000,228374.00000000,41401.00000000,MWh
2021-07-12,日,1587057.00000000,41757.00000000,129971.00000000,1124814.00000000,1242.00000000,235027.00000000,54246.00000000,MWh
2021-07-13,日,1611964.00000000,39676.00000000,135186.00000000,1144396.00000000,1495.00000000,233522.00000000,57689.00000000,MWh
2021-07-14,日,1604595.00000000,37329.00000000,131333.00000000,1131573.00000000,1455.00000000,233939.00000000,68966.00000000,MWh
2021-07-15,日,1595651.00000000,35654.00000000,132472.00000000,1117995.00000000,1573.00000000,242463.00000000,65494.00000000,MWh
2021-07-16,日,1600953.00000000,37468.00000000,131977.00000000,1121289.00000000,1482.00000000,247322.00000000,61415.00000000,MWh
2021-07-17,日,1594637.00000000,40886.00000000,129963.00000000,1104610.00000000,1505.00000000,254859.00000000,62814.00000000,MWh
2021-07-18,日,1582164.00000000,40421.00000000,123937.00000000,1088893.00000000,1365.00000000,263638.00000000,63910.00000000,MWh
2021-07-19,日,1601700.00000000,41335.00000000,125796.00000000,1084565.00000000,1122.00000000,277874.00000000,71008.00000000,MWh
2021-07-20,日,1601573.00000000,44153.00000000,110339.00000000,1110941.00000000,1656.00000000,272967.00000000,61517.00000000,MWh
2021-07-21,日,1564528.00000000,51788.00000000,110790.00000000,1080021.00000000,1688.00000000,263191.00000000,57050.00000000,MWh
2021-07-22,日,1566671.00000000,54171.00000000,108563.00000000,1080913.00000000,2023.00000000,265003.00000000,55998.00000000,MWh
2021-07-23,日,1593588.00000000,45237.00000000,124209.00000000,1078525.00000000,1406.00000000,285650.00000000,58561.00000000,MWh
2021-07-24,日,1576588.00000000,39310.00000000,136868.00000000,1068383.00000000,1733.00000000,263630.00000000,66664.00000000,MWh
2021-07-25,日,1516596.00000000,38598.00000000,124116.00000000,1023722.00000000,1663.00000000,268716.00000000,59781.00000000,MWh
2021-07-26,日,1656369.00000000,36831.00000000,145918.00000000,1115143.00000000,1772.00000000,284178.00000000,72527.00000000,MWh
2021-07-27,日,1677282.00000000,34991.00000000,136715.00000000,1158671.00000000,3229.00000000,268182.00000000,75494.00000000,MWh
2021-07-28,日,1651658.00000000,34568.00000000,133828.00000000,1149571.00000000,3379.00000000,271266.00000000,59046.00000000,MWh
2021-07-29,日,1579376.00000000,37897.00000000,99477.00000000,1121675.00000000,3534.00000000,261753.00000000,55040.00000000,MWh
2021-07-30,日,1573063.00000000,42565.00000000,105113.00000000,1095861.00000000,2459.00000000,267766.00000000,59299.00000000,MWh
2021-07-31,日,1542241.00000000,48001.00000000,111965.00000000,1067720.00000000,2678.00000000,253227.00000000,58650.00000000,MWh
2021-08-01,日,1501638.00000000,47769.00000000,109919.00000000,1049889.00000000,1125.00000000,250432.00000000,42504.00000000,MWh
2021-08-02,日,1578661.00000000,42811.00000000,109647.00000000,1093880.00000000,1182.00000000,272089.00000000,59052.00000000,MWh
2021-08-03,日,1544138.00000000,44245.00000000,108828.00000000,1057182.00000000,1235.00000000,276101.00000000,56547.00000000,MWh
2021-08-04,日,1566377.00000000,51517.00000000,119492.00000000,1038703.00000000,2243.00000000,299460.00000000,54962.00000000,MWh
2021-08-05,日,1542563.00000000,60854.00000000,112430.00000000,1031492.00000000,1692.00000000,286636.00000000,49459.00000000,MWh
2021-08-06,日,1488239.00000000,69941.00000000,121118.00000000,1010514.00000000,1565.00000000,236543.00000000,48558.00000000,MWh
2021-08-07,日,1432263.00000000,65054.00000000,119516.00000000,985908.00000000,1855.00000000,216846.00000000,43084.00000000,MWh
2021-08-08,日,1398043.00000000,60704.00000000,103983.00000000,971582.00000000,2792.00000000,213306.00000000,45676.00000000,MWh
2021-08-09,日,1469489.00000000,65235.00000000,110404.00000000,1009375.00000000,4091.00000000,236620.00000000,43764.00000000,MWh
2021-08-10,日,1413912.00000000,73186.00000000,86574.00000000,979319.00000000,2420.00000000,240537.00000000,31876.00000000,MWh
2021-08-11,日,1431096.00000000,75298.00000000,74964.00000000,1025920.00000000,1917.00000000,214000.00000000,38997.00000000,MWh
2021-08-12,日,1451314.00000000,69196.00000000,82443.00000000,1034954.00000000,1308.00000000,224342.00000000,39071.00000000,MWh
2021-08-13,日,1455038.00000000,62714.00000000,84174.00000000,1046576.00000000,1161.00000000,214298.00000000,46115.00000000,MWh
2021-08-14,日,1428857.00000000,60338.00000000,89553.00000000,1045088.00000000,1560.00000000,200099.00000000,32219.00000000,MWh
2021-08-15,日,1473431.00000000,70682.00000000,93707.00000000,1060192.00000000,1496.00000000,216026.00000000,31328.00000000,MWh
2021-08-16,日,1513990.00000000,71943.00000000,116606.00000000,1105772.00000000,1189.00000000,179312.00000000,39168.00000000,MWh
2021-08-17,日,1583789.00000000,66142.00000000,139622.00000000,1140326.00000000,1259.00000000,198343.00000000,38097.00000000,MWh
2021-08-18,日,1598470.00000000,65378.00000000,146694.00000000,1165854.00000000,2054.00000000,182874.00000000,35616.00000000,MWh
2021-08-19,日,1721703.00000000,73317.00000000,135460.00000000,1270098.00000000,2114.00000000,207873.00000000,32841.00000000,MWh
2021-08-20,日,1671451.00000000,68691.00000000,120896.00000000,1241926.00000000,2040.00000000,203168.00000000,34730.00000000,MWh
2021-08-21,日,1645817.00000000,60242.00000000,112212.00000000,1241513.00000000,1895.00000000,195083.00000000,34872.00000000,MWh
2021-08-22,日,1623070.00000000,54118.00000000,107196.00000000,1229378.00000000,1375.00000000,199643.00000000,31360.00000000,MWh
2021-08-23,日,1700319.00000000,50300.00000000,121468.00000000,1265970.00000000,2768.00000000,218438.00000000,41375.00000000,MWh
2021-08-24,日,1716283.00000000,46496.00000000,122449.00000000,1277330.00000000,4500.00000000,221129.00000000,44379.00000000,MWh
2021-08-25,日,1675375.00000000,43069.00000000,114695.00000000,1248996.00000000,4271.00000000,215673.00000000,48671.00000000,MWh
2021-08-26,日,1644863.00000000,40841.00000000,106095.00000000,1233539.00000000,2906.00000000,213200.00000000,48282.00000000,MWh
2021-08-27,日,1678777.00000000,39688.00000000,114031.00000000,1241105.00000000,2064.00000000,231294.00000000,50595.00000000,MWh
2021-08-28,日,1620507.00000000,38676.00000000,93212.00000000,1278543.00000000,2090.00000000,177831.00000000,30155.00000000,MWh
2021-08-29,日,1634550.00000000,35691.00000000,96709.00000000,1275368.00000000,2258.00000000,195713.00000000,28811.00000000,MWh
2021-08-30,日,1651529.00000000,32872.00000000,99742.00000000,1279701.00000000,2221.00000000,195312.00000000,41681.00000000,MWh
2021-08-31,日,1726536.00000000,33321.00000000,111998.00000000,1327560.00000000,1816.00000000,209886.00000000,41955.00000000,MWh
2021-09-01,日,1713735.00000000,32668.00000000,97923.00000000,1330274.00000000,2134.00000000,211821.00000000,38915.00000000,MWh
2021-09-02,日,1731072.00000000,31649.00000000,104195.00000000,1347710.00000000,2788.00000000,196992.00000000,47738.00000000,MWh
2021-09-03,日,1702472.00000000,30685.00000000,105317.00000000,1332261.00000000,3441.00000000,182719.00000000,48049.00000000,MWh
2021-09-04,日,1702356.00000000,29444.00000000,100165.00000000,1335895.00000000,4548.00000000,184799.00000000,47505.00000000,MWh
2021-09-05,日,1662808.00000000,28487.00000000,101854.00000000,1295921.00000000,4324.00000000,186530.00000000,45692.00000000,MWh
2021-09-06,日,1690719.00000000,31139.00000000,104677.00000000,1328567.00000000,2981.00000000,176585.00000000,46770.00000000,MWh
2021-09-07,日,1653291.00000000,33487.00000000,72650.00000000,1349755.00000000,3288.00000000,152374.00000000,41737.00000000,MWh
2021-09-08,日,1708035.00000000,36445.00000000,85188.00000000,1357012.00000000,4585.00000000,177066.00000000,47739.00000000,MWh
2021-09-09,日,1748911.00000000,36581.00000000,95795.00000000,1374357.00000000,6393.00000000,170357.00000000,65428.00000000,MWh
2021-09-10,日,1757681.00000000,34124.00000000,101343.00000000,1403053.00000000,6541.00000000,149748.00000000,62872.00000000,MWh
2021-09-11,日,1729603.00000000,32650.00000000,116236.00000000,1367607.00000000,4769.00000000,140495.00000000,67846.00000000,MWh
2021-09-12,日,1688321.00000000,29605.00000000,103954.00000000,1348791.00000000,5985.00000000,133227.00000000,66759.00000000,MWh
2021-09-13,日,1719452.00000000,31953.00000000,100663.00000000,1371128.00000000,4313.00000000,144482.00000000,66913.00000000,MWh
2021-09-14,日,1673543.00000000,33486.00000000,110326.00000000,1320309.00000000,3741.00000000,142850.00000000,62831.00000000,MWh
2021-09-15,日,1646435.00000000,35121.00000000,92359.00000000,1321653.00000000,2686.00000000,137659.00000000,56957.00000000,MWh
2021-09-16,日,1639021.00000000,36396.00000000,97921.00000000,1291930.00000000,4165.00000000,155810.00000000,52799.00000000,MWh
2021-09-17,日,1599957.00000000,33228.00000000,92267.00000000,1272530.00000000,2145.00000000,155677.00000000,44110.00000000,MWh
2021-09-18,日,1612889.00000000,31072.00000000,101432.00000000,1298401.00000000,2584.00000000,134064.00000000,45336.00000000,MWh
2021-09-19,日,1611555.00000000,29759.00000000,94947.00000000,1292824.00000000,3356.00000000,162413.00000000,28256.00000000,MWh
2021-09-20,日,1592494.00000000,29219.00000000,98980.00000000,1276017.00000000,4485.00000000,155722.00000000,28071.00000000,MWh
2021-09-21,日,1511530.00000000,30554.00000000,76009.00000000,1255002.00000000,3344.00000000,123309.00000000,23312.00000000,MWh
2021-09-22,日,1562811.00000000,31740.00000000,72376.00000000,1288736.00000000,3307.00000000,138490.00000000,28162.00000000,MWh
2021-09-23,日,1537769.00000000,30890.00000000,77350.00000000,1260758.00000000,3133.00000000,138307.00000000,27331.00000000,MWh
2021-09-24,日,1540419.00000000,31036.00000000,75666.00000000,1279977.00000000,3674.00000000,122998.00000000,27068.00000000,MWh
2021-09-25,日,1549396.00000000,27022.00000000,81947.00000000,1278094.00000000,2769.00000000,131643.00000000,27921.00000000,MWh
2021-09-26,日,1581944.00000000,26598.00000000,80391.00000000,1303044.00000000,2813.00000000,141290.00000000,27808.00000000,MWh
2021-09-27,日,1552389.00000000,25491.00000000,70185.00000000,1283858.00000000,2443.00000000,139980.00000000,30432.00000000,MWh
2021-09-28,日,1563956.00000000,26756.00000000,67968.00000000,1286894.00000000,4741.00000000,146183.00000000,31414.00000000,MWh
2021-09-29,日,1537533.00000000,27547.00000000,57139.00000000,1267430.00000000,3543.00000000,140195.00000000,41679.00000000,MWh
2021-09-30,日,1546047.00000000,25913.00000000,59956.00000000,1248009.00000000,1636.00000000,157827.00000000,52706.00000000,MWh
2021-10-01,日,1311645.00000000,30105.00000000,59037.00000000,1075021.00000000,1978.00000000,114568.00000000,30936.00000000,MWh
2021-10-02,日,1243373.00000000,31190.00000000,49719.00000000,1046026.00000000,2317.00000000,89797.00000000,24324.00000000,MWh
2021-10-03,日,1197393.00000000,31060.00000000,46509.00000000,1003035.00000000,2050.00000000,91053.00000000,23686.00000000,MWh
2021-10-04,日,1249793.00000000,30943.00000000,49956.00000000,1022659.00000000,1889.00000000,119652.00000000,24694.00000000,MWh
2021-10-05,日,1351841.00000000,28354.00000000,67354.00000000,1085761.00000000,2939.00000000,142952.00000000,24481.00000000,MWh
2021-10-06,日,1419315.00000000,28730.00000000,54085.00000000,1150060.00000000,3603.00000000,157298.00000000,25539.00000000,MWh
2021-10-07,日,1431053.00000000,27683.00000000,44623.00000000,1166371.00000000,2681.00000000,165663.00000000,24032.00000000,MWh
2021-10-08,日,1329885.00000000,32548.00000000,49020.00000000,1088858.00000000,4707.00000000,128956.00000000,25796.00000000,MWh
2021-10-09,日,1252538.00000000,46473.00000000,53038.00000000,999784.00000000,6477.00000000,119987.00000000,26779.00000000,MWh
2021-10-10,日,1159548.00000000,49056.00000000,59345.00000000,922644.00000000,6865.00000000,95427.00000000,26211.00000000,MWh
2021-10-11,日,1242021.00000000,44803.00000000,68475.00000000,954411.00000000,6612.00000000,141019.00000000,26701.00000000,MWh
2021-10-12,日,1208618.00000000,40843.00000000,69382.00000000,933593.00000000,5352.00000000,133225.00000000,26223.00000000,MWh
2021-10-13,日,1129938.00000000,41549.00000000,68597.00000000,885415.00000000,5614.00000000,102767.00000000,25996.00000000,MWh
2021-10-14,日,1131493.00000000,40429.00000000,74979.00000000,862957.00000000,6594.00000000,119518.00000000,27016.00000000,MWh
2021-10-15,日,1202464.00000000,45668.00000000,71096.00000000,936775.00000000,6206.00000000,118674.00000000,24045.00000000,MWh
2021-10-16,日,1150375.00000000,46094.00000000,68354.00000000,889050.00000000,5127.00000000,117429.00000000,24321.00000000,MWh
2021-10-17,日,1132460.00000000,44505.00000000,67566.00000000,861299.00000000,5273.00000000,130456.00000000,23361.00000000,MWh
2021-10-18,日,1208101.00000000,42484.00000000,69318.00000000,923698.00000000,6526.00000000,138751.00000000,27324.00000000,MWh
2021-10-19,日,1180701.00000000,38862.00000000,70698.00000000,918658.00000000,6853.00000000,118740.00000000,26890.00000000,MWh
2021-10-20,日,1236719.00000000,36318.00000000,71645.00000000,965348.00000000,6971.00000000,130066.00000000,26371.00000000,MWh
2021-10-21,日,1218836.00000000,43806.00000000,67669.00000000,954597.00000000,6703.00000000,121183.00000000,24878.00000000,MWh
2021-10-22,日,1232612.00000000,41556.00000000,67447.00000000,967855.00000000,6643.00000000,125197.00000000,23914.00000000,MWh
2021-10-23,日,1270798.00000000,38722.00000000,70465.00000000,1009545.00000000,7146.00000000,120483.00000000,24437.00000000,MWh
2021-10-24,日,1225593.00000000,36242.00000000,61967.00000000,975211.00000000,7245.00000000,120460.00000000,24468.00000000,MWh
2021-10-25,日,1221131.00000000,34896.00000000,62978.00000000,974202.00000000,7738.00000000,113993.00000000,27324.00000000,MWh
2021-10-26,日,1260578.00000000,33970.00000000,70386.00000000,990022.00000000,7053.00000000,133366.00000000,25781.00000000,MWh
2021-10-27,日,1231541.00000000,36472.00000000,59665.00000000,978472.00000000,6888.00000000,119664.00000000,30380.00000000,MWh
2021-10-28,日,1219816.00000000,34823.00000000,66379.00000000,960060.00000000,7658.00000000,121160.00000000,29736.00000000,MWh
2021-10-29,日,1183802.00000000,33565.00000000,71119.00000000,934571.00000000,8052.00000000,103988.00000000,32507.00000000,MWh
2021-10-30,日,1117313.00000000,37356.00000000,71279.00000000,873335.00000000,6754.00000000,98147.00000000,30442.00000000,MWh
2021-10-31,日,1053653.00000000,39250.00000000,75713.00000000,801606.00000000,7123.00000000,99152.00000000,30809.00000000,MWh
2021-11-01,日,1083992.00000000,42053.00000000,87331.00000000,843862.00000000,6333.00000000,74668.00000000,29745.00000000,MWh
2021-11-02,日,1030282.00000000,45394.00000000,101204.00000000,782662.00000000,6617.00000000,66897.00000000,27508.00000000,MWh
2021-11-03,日,1018427.00000000,46776.00000000,113071.00000000,757607.00000000,6642.00000000,60861.00000000,33470.00000000,MWh
2021-11-04,日,982662.00000000,46646.00000000,116891.00000000,730027.00000000,6840.00000000,61085.00000000,21173.00000000,MWh
2021-11-05,日,1027314.00000000,43972.00000000,121996.00000000,757946.00000000,6415.00000000,66530.00000000,30455.00000000,MWh
2021-11-06,日,1005671.00000000,42297.00000000,120168.00000000,741497.00000000,5736.00000000,65900.00000000,30073.00000000,MWh
2021-11-07,日,1045056.00000000,49899.00000000,116756.00000000,764792.00000000,6141.00000000,73697.00000000,33771.00000000,MWh
2021-11-08,日,1045043.00000000,52994.00000000,104207.00000000,782457.00000000,5832.00000000,71708.00000000,27845.00000000,MWh
2021-11-09,日,1000590.00000000,46629.00000000,99122.00000000,750523.00000000,5774.00000000,69477.00000000,29065.00000000,MWh
2021-11-10,日,1000038.00000000,40020.00000000,94867.00000000,764590.00000000,5627.00000000,65982.00000000,28952.00000000,MWh
2021-11-11,日,985257.00000000,35781.00000000,87950.00000000,760120.00000000,6791.00000000,65065.00000000,29550.00000000,MWh
2021-11-12,日,1003035.00000000,35502.00000000,74078.00000000,796540.00000000,5565.00000000,62647.00000000,28703.00000000,MWh
2021-11-13,日,986248.00000000,33389.00000000,65819.00000000,788260.00000000,6008.00000000,63813.00000000,28959.00000000,MWh
2021-11-14,日,909159.00000000,30650.00000000,65365.00000000,712851.00000000,5946.00000000,65174.00000000,29173.00000000,MWh
2021-11-15,日,936904.00000000,29404.00000000,68017.00000000,739610.00000000,6392.00000000,64913.00000000,28568.00000000,MWh
2021-11-16,日,926803.00000000,30637.00000000,76942.00000000,710068.00000000,5864.00000000,70190.00000000,33102.00000000,MWh
2021-11-17,日,929687.00000000,33930.00000000,84172.00000000,703302.00000000,6737.00000000,66042.00000000,35504.00000000,MWh
2021-11-18,日,849545.00000000,32523.00000000,96168.00000000,624254.00000000,5602.00000000,67211.00000000,23787.00000000,MWh
2021-11-19,日,809439.00000000,29819.00000000,101781.00000000,584783.00000000,5586.00000000,70959.00000000,16511.00000000,MWh
2021-11-20,日,773944.00000000,31385.00000000,104963.00000000,532760.00000000,5140.00000000,70162.00000000,29534.00000000,MWh
2021-11-21,日,785985.00000000,35926.00000000,96669.00000000,551366.00000000,5400.00000000,67342.00000000,29282.00000000,MWh
2021-11-22,日,828172.00000000,40381.00000000,93144.00000000,591814.00000000,5205.00000000,66891.00000000,30737.00000000,MWh
2021-11-23,日,843175.00000000,35840.00000000,99809.00000000,604418.00000000,5463.00000000,67202.00000000,30443.00000000,MWh
2021-11-24,日,851249.00000000,31717.00000000,101385.00000000,617378.00000000,5044.00000000,64641.00000000,31084.00000000,MWh
2021-11-25,日,817731.00000000,29079.00000000,91938.00000000,594444.00000000,3920.00000000,67513.00000000,30837.00000000,MWh
2021-11-26,日,791907.00000000,29582.00000000,85307.00000000,579699.00000000,3349.00000000,62999.00000000,30971.00000000,MWh
2021-11-27,日,779730.00000000,27858.00000000,79354.00000000,577804.00000000,3902.00000000,62985.00000000,27827.00000000,MWh
2021-11-28,日,730658.00000000,29475.00000000,77993.00000000,525390.00000000,3670.00000000,65904.00000000,28226.00000000,MWh
2021-11-29,日,761573.00000000,26041.00000000,81263.00000000,550500.00000000,3292.00000000,67537.00000000,32940.00000000,MWh
2021-11-30,日,757173.00000000,26334.00000000,77726.00000000,557615.00000000,3359.00000000,57789.00000000,34350.00000000,MWh
2021-12-01,日,719812.00000000,24085.00000000,82205.00000000,510064.00000000,3380.00000000,61328.00000000,38750.00000000,MWh
2021-12-02,日,754886.00000000,22392.00000000,94124.00000000,533941.00000000,2974.00000000,61659.00000000,39796.00000000,MWh
2021-12-03,日,748647.00000000,24556.00000000,80531.00000000,534996.00000000,3064.00000000,63505.00000000,41995.00000000,MWh
