时间,时间维度,南方电网,广东,广西,云南,海南,贵州,指标单位
2019-01-11,日,149137.00000000,9605.00000000,14332.00000000,104508.00000000,685.00000000,20007.00000000,MWh
2019-01-12,日,179145.00000000,5709.00000000,9426.00000000,130708.00000000,252.00000000,33050.00000000,MWh
2019-01-13,日,168529.00000000,13281.00000000,11772.00000000,123016.00000000,441.00000000,20019.00000000,MWh
2019-01-14,日,224468.00000000,27416.00000000,34682.00000000,139089.00000000,1236.00000000,22045.00000000,MWh
2019-01-15,日,122079.00000000,18404.00000000,22788.00000000,74619.00000000,1193.00000000,5075.00000000,MWh
2019-01-16,日,91965.00000000,28048.00000000,18590.00000000,38648.00000000,2652.00000000,4027.00000000,MWh
2019-01-17,日,139005.00000000,51925.00000000,11867.00000000,60086.00000000,2339.00000000,12788.00000000,MWh
2019-01-18,日,211201.00000000,21377.00000000,11657.00000000,134093.00000000,1259.00000000,42815.00000000,MWh
2019-01-19,日,168412.00000000,13373.00000000,12744.00000000,118538.00000000,663.00000000,23094.00000000,MWh
2019-01-20,日,130274.00000000,19227.00000000,23991.00000000,77522.00000000,733.00000000,8801.00000000,MWh
2019-01-21,日,112052.00000000,29079.00000000,24084.00000000,52810.00000000,3283.00000000,2796.00000000,MWh
2019-01-22,日,114978.00000000,17152.00000000,12323.00000000,79310.00000000,1610.00000000,4583.00000000,MWh
2019-01-23,日,137334.00000000,8646.00000000,2036.00000000,111666.00000000,461.00000000,14525.00000000,MWh
2019-01-24,日,185951.00000000,14917.00000000,6107.00000000,133163.00000000,0.00000000,31764.00000000,MWh
2019-01-25,日,92605.00000000,12131.00000000,9106.00000000,64591.00000000,439.00000000,6338.00000000,MWh
2019-01-26,日,158516.00000000,26188.00000000,18722.00000000,82473.00000000,1053.00000000,30080.00000000,MWh
2019-01-27,日,189335.00000000,25403.00000000,8887.00000000,113964.00000000,1405.00000000,39676.00000000,MWh
2019-01-28,日,165422.00000000,16929.00000000,8785.00000000,108670.00000000,862.00000000,30176.00000000,MWh
2019-01-29,日,187186.00000000,19450.00000000,13124.00000000,110477.00000000,722.00000000,43413.00000000,MWh
2019-01-30,日,237757.00000000,19258.00000000,21670.00000000,137952.00000000,3654.00000000,55223.00000000,MWh
2019-01-31,日,107046.00000000,10053.00000000,20884.00000000,55856.00000000,462.00000000,19791.00000000,MWh
2019-02-01,日,191181.00000000,23122.00000000,15554.00000000,110594.00000000,805.00000000,41106.00000000,MWh
2019-02-02,日,259762.00000000,24755.00000000,27753.00000000,141967.00000000,321.00000000,64966.00000000,MWh
2019-02-03,日,169954.00000000,8437.00000000,16167.00000000,117227.00000000,201.00000000,27922.00000000,MWh
2019-02-04,日,168571.00000000,11115.00000000,11695.00000000,128782.00000000,232.00000000,16747.00000000,MWh
2019-02-05,日,144166.00000000,11713.00000000,12802.00000000,81871.00000000,463.00000000,37317.00000000,MWh
2019-02-06,日,245651.00000000,15586.00000000,26884.00000000,142395.00000000,832.00000000,59954.00000000,MWh
2019-02-07,日,198524.00000000,14547.00000000,17148.00000000,140930.00000000,1028.00000000,24871.00000000,MWh
2019-02-08,日,230853.00000000,24363.00000000,26643.00000000,139708.00000000,1106.00000000,39033.00000000,MWh
2019-02-09,日,219619.00000000,29414.00000000,23269.00000000,130248.00000000,683.00000000,36005.00000000,MWh
2019-02-10,日,208957.00000000,29284.00000000,18325.00000000,132075.00000000,528.00000000,28745.00000000,MWh
2019-02-11,日,189826.00000000,24717.00000000,15258.00000000,115278.00000000,1083.00000000,33490.00000000,MWh
2019-02-12,日,202799.00000000,19321.00000000,15375.00000000,123774.00000000,759.00000000,43570.00000000,MWh
2019-02-13,日,184439.00000000,12316.00000000,18384.00000000,117848.00000000,535.00000000,35356.00000000,MWh
2019-02-14,日,204293.00000000,18673.00000000,18356.00000000,124315.00000000,569.00000000,42380.00000000,MWh
2019-02-15,日,196168.00000000,16625.00000000,20762.00000000,133393.00000000,341.00000000,25047.00000000,MWh
2019-02-16,日,205196.00000000,17700.00000000,22489.00000000,138924.00000000,693.00000000,25390.00000000,MWh
2019-02-17,日,202927.00000000,33907.00000000,22809.00000000,124160.00000000,1245.00000000,20806.00000000,MWh
2019-02-18,日,197903.00000000,34455.00000000,15908.00000000,125770.00000000,1801.00000000,19969.00000000,MWh
2019-02-19,日,207103.00000000,15081.00000000,15828.00000000,132567.00000000,1756.00000000,41871.00000000,MWh
2019-02-20,日,202199.00000000,21665.00000000,19465.00000000,124741.00000000,1425.00000000,34903.00000000,MWh
2019-02-21,日,143846.00000000,18546.00000000,21248.00000000,86431.00000000,774.00000000,16847.00000000,MWh
2019-02-22,日,180553.00000000,17064.00000000,20663.00000000,122957.00000000,1045.00000000,18824.00000000,MWh
2019-02-23,日,158887.00000000,35119.00000000,23896.00000000,95029.00000000,1225.00000000,3618.00000000,MWh
2019-02-24,日,167799.00000000,20752.00000000,13831.00000000,126882.00000000,1255.00000000,5079.00000000,MWh
