时间,时间维度,南方电网,广东,广西,云南,海南,贵州,广州,深圳,指标单位
2020-09-03,日,4165520.00000000,2548069.00000000,551716.00000000,526494.00000000,110548.00000000,365156.00000000,388378.00000000,382921.00000000,MWh
2020-09-04,日,4140175.00000000,2521285.00000000,560386.00000000,534641.00000000,108470.00000000,359053.00000000,380975.00000000,377367.00000000,MWh
2020-09-05,日,3984055.00000000,2333101.00000000,552457.00000000,532620.00000000,105170.00000000,358128.00000000,339271.00000000,338413.00000000,MWh
2020-09-06,日,3922075.00000000,2184563.00000000,539186.00000000,528466.00000000,107514.00000000,339473.00000000,321959.00000000,306472.00000000,MWh
2020-09-07,日,3894226.00000000,2353408.00000000,496562.00000000,532456.00000000,106351.00000000,353570.00000000,354113.00000000,348515.00000000,MWh
2020-09-08,日,3789103.00000000,2260004.00000000,477085.00000000,536852.00000000,101823.00000000,350980.00000000,333937.00000000,340320.00000000,MWh
2020-09-09,日,3763380.00000000,2254212.00000000,470013.00000000,533392.00000000,100756.00000000,357086.00000000,328306.00000000,338446.00000000,MWh
2020-09-10,日,3768238.00000000,2261707.00000000,477403.00000000,531821.00000000,98918.00000000,353322.00000000,336638.00000000,334177.00000000,MWh
2020-09-11,日,3823887.00000000,2338991.00000000,474725.00000000,530106.00000000,102590.00000000,343919.00000000,350069.00000000,340252.00000000,MWh
2020-09-12,日,3740359.00000000,2267154.00000000,468441.00000000,510152.00000000,105286.00000000,342653.00000000,326298.00000000,327605.00000000,MWh
2020-09-13,日,3516263.00000000,2068048.00000000,456775.00000000,506884.00000000,103547.00000000,338750.00000000,298778.00000000,291310.00000000,MWh
2020-09-14,日,3652898.00000000,2193014.00000000,468422.00000000,509262.00000000,102256.00000000,336416.00000000,324543.00000000,336086.00000000,MWh
2020-09-15,日,3728168.00000000,2240707.00000000,484465.00000000,515507.00000000,103362.00000000,336862.00000000,322085.00000000,333796.00000000,MWh
2020-09-16,日,3796506.00000000,2277241.00000000,505063.00000000,519751.00000000,107216.00000000,336367.00000000,327169.00000000,344336.00000000,MWh
2020-09-17,日,3760528.00000000,2235362.00000000,508320.00000000,518540.00000000,104273.00000000,332034.00000000,340664.00000000,348226.00000000,MWh
2020-09-18,日,3756564.00000000,2300203.00000000,448442.00000000,517866.00000000,94432.00000000,334490.00000000,333831.00000000,342384.00000000,MWh
2020-09-19,日,3576395.00000000,2167862.00000000,423124.00000000,512019.00000000,87982.00000000,333885.00000000,307926.00000000,318863.00000000,MWh
2020-09-20,日,3463783.00000000,2047428.00000000,426789.00000000,512726.00000000,83266.00000000,339805.00000000,300528.00000000,293194.00000000,MWh
2020-09-21,日,3700142.00000000,2258436.00000000,436882.00000000,518248.00000000,90405.00000000,342815.00000000,335936.00000000,335519.00000000,MWh
2020-09-22,日,3782175.00000000,2312557.00000000,449564.00000000,530178.00000000,97433.00000000,337347.00000000,342547.00000000,343577.00000000,MWh
2020-09-23,日,3769166.00000000,2315226.00000000,434001.00000000,521956.00000000,102100.00000000,338602.00000000,337580.00000000,347279.00000000,MWh
2020-09-24,日,3620891.00000000,2198073.00000000,416769.00000000,516113.00000000,103354.00000000,332854.00000000,307378.00000000,331581.00000000,MWh
2020-09-25,日,3599889.00000000,2168565.00000000,423372.00000000,518126.00000000,101104.00000000,335791.00000000,302663.00000000,325285.00000000,MWh
2020-09-26,日,3555844.00000000,2119593.00000000,426378.00000000,517414.00000000,100757.00000000,339954.00000000,289679.00000000,310558.00000000,MWh
2020-09-27,日,3512131.00000000,2078062.00000000,409315.00000000,520572.00000000,104182.00000000,341432.00000000,271635.00000000,311399.00000000,MWh
2020-09-28,日,3534781.00000000,2105895.00000000,410466.00000000,525651.00000000,98929.00000000,342564.00000000,278653.00000000,312612.00000000,MWh
2020-09-29,日,3603822.00000000,2155183.00000000,426570.00000000,527203.00000000,94705.00000000,337324.00000000,293115.00000000,313337.00000000,MWh
2020-09-30,日,3392136.00000000,1992098.00000000,404342.00000000,523831.00000000,94573.00000000,323200.00000000,278991.00000000,288069.00000000,MWh
2020-10-01,日,2566361.00000000,1313567.00000000,349348.00000000,481134.00000000,86969.00000000,301557.00000000,203337.00000000,192165.00000000,MWh
2020-10-02,日,2598631.00000000,1321418.00000000,365682.00000000,482472.00000000,86144.00000000,305845.00000000,206439.00000000,186998.00000000,MWh
2020-10-03,日,2851946.00000000,1516657.00000000,392568.00000000,496807.00000000,87749.00000000,311760.00000000,226705.00000000,198494.00000000,MWh
2020-10-04,日,3107117.00000000,1728351.00000000,413376.00000000,508279.00000000,89773.00000000,315862.00000000,250676.00000000,216460.00000000,MWh
2020-10-05,日,3279010.00000000,1892704.00000000,400164.00000000,516080.00000000,94438.00000000,330289.00000000,260842.00000000,249171.00000000,MWh
2020-10-06,日,3237684.00000000,1838829.00000000,386827.00000000,518786.00000000,94870.00000000,344035.00000000,245931.00000000,251437.00000000,MWh
2020-10-07,日,3250497.00000000,1842542.00000000,387986.00000000,529645.00000000,87038.00000000,349571.00000000,238019.00000000,246875.00000000,MWh
2020-10-08,日,3246662.00000000,1828210.00000000,392842.00000000,529182.00000000,83666.00000000,360206.00000000,237777.00000000,247800.00000000,MWh
2020-10-09,日,3317796.00000000,1886089.00000000,400495.00000000,535173.00000000,83728.00000000,359682.00000000,247566.00000000,265515.00000000,MWh
