时间,时间维度,南方电网,广东,广西,云南,海南,贵州,广州,深圳,指标单位
2018-12-19,日,2971015.00000000,1645739.00000000,398633.00000000,415085.00000000,72568.00000000,423949.00000000,220167.00000000,220447.00000000,MWh
2018-12-20,日,2975308.00000000,1670656.00000000,396772.00000000,400319.00000000,73855.00000000,423347.00000000,221159.00000000,225463.00000000,MWh
2018-12-21,日,2427667.00000000,1606977.00000000,390408.00000000,408685.00000000,74361.00000000,-59181.00000000,222690.00000000,226843.00000000,MWh
2018-12-22,日,2835496.00000000,1578526.00000000,375527.00000000,409727.00000000,74720.00000000,416071.00000000,209491.00000000,213182.00000000,MWh
2018-12-23,日,2787002.00000000,1497426.00000000,378147.00000000,407834.00000000,73477.00000000,428068.00000000,197908.00000000,190863.00000000,MWh
2018-12-24,日,2933470.00000000,1619809.00000000,389180.00000000,407464.00000000,74015.00000000,436869.00000000,214620.00000000,212829.00000000,MWh
2018-12-25,日,2941867.00000000,1626901.00000000,392816.00000000,406114.00000000,75187.00000000,434992.00000000,218302.00000000,215646.00000000,MWh
2018-12-26,日,2959802.00000000,1633509.00000000,394685.00000000,406908.00000000,75578.00000000,443986.00000000,218642.00000000,217737.00000000,MWh
2018-12-27,日,2982074.00000000,1633121.00000000,401937.00000000,412102.00000000,75445.00000000,446015.00000000,216960.00000000,219901.00000000,MWh
2018-12-28,日,3011025.00000000,1624684.00000000,419385.00000000,417374.00000000,74021.00000000,459460.00000000,215735.00000000,212540.00000000,MWh
2018-12-29,日,3048627.00000000,1630592.00000000,437668.00000000,432551.00000000,73896.00000000,472593.00000000,219266.00000000,203928.00000000,MWh
2018-12-30,日,2963859.00000000,1575636.00000000,451725.00000000,419951.00000000,71173.00000000,442204.00000000,214255.00000000,188977.00000000,MWh
2018-12-31,日,2846046.00000000,1478753.00000000,445774.00000000,406830.00000000,71922.00000000,440131.00000000,211321.00000000,168343.00000000,MWh
2019-01-01,日,2594341.00000000,1246269.00000000,430775.00000000,410026.00000000,73201.00000000,435980.00000000,191323.00000000,149172.00000000,MWh
2019-01-02,日,2950498.00000000,1565243.00000000,437543.00000000,417542.00000000,73771.00000000,446861.00000000,232323.00000000,204776.00000000,MWh
2019-01-03,日,2941006.00000000,1540011.00000000,445282.00000000,419782.00000000,74112.00000000,443082.00000000,239034.00000000,225441.00000000,MWh
2019-01-04,日,3087090.00000000,1694727.00000000,435515.00000000,415840.00000000,75871.00000000,445190.00000000,236424.00000000,224489.00000000,MWh
2019-01-05,日,3005447.00000000,1648062.00000000,421880.00000000,410232.00000000,76184.00000000,431053.00000000,228744.00000000,215041.00000000,MWh
2019-01-06,日,2880951.00000000,1567159.00000000,419935.00000000,408833.00000000,75408.00000000,425176.00000000,217115.00000000,194087.00000000,MWh
2019-01-07,日,2998508.00000000,1634402.00000000,421166.00000000,411217.00000000,74878.00000000,439063.00000000,228401.00000000,214481.00000000,MWh
2019-01-08,日,3045750.00000000,1649557.00000000,425674.00000000,430513.00000000,73652.00000000,447683.00000000,231120.00000000,218857.00000000,MWh
2019-01-09,日,2999499.00000000,1638804.00000000,427088.00000000,401733.00000000,72851.00000000,439046.00000000,229093.00000000,219058.00000000,MWh
2019-01-10,日,2960613.00000000,1613860.00000000,416702.00000000,399055.00000000,75368.00000000,435186.00000000,224684.00000000,220717.00000000,MWh
2019-01-11,日,2938311.00000000,1614309.00000000,405657.00000000,390374.00000000,75599.00000000,434553.00000000,219190.00000000,220771.00000000,MWh
2019-01-12,日,2867531.00000000,1570212.00000000,393163.00000000,389396.00000000,75016.00000000,420102.00000000,207847.00000000,215616.00000000,MWh
2019-01-13,日,2765877.00000000,1465469.00000000,391975.00000000,388849.00000000,73117.00000000,432686.00000000,197089.00000000,194945.00000000,MWh
2019-01-14,日,2739147.00000000,1385234.00000000,406231.00000000,437178.00000000,75016.00000000,426703.00000000,205708.00000000,195615.00000000,MWh
2019-01-15,日,2947934.00000000,1601166.00000000,400129.00000000,406816.00000000,73057.00000000,449878.00000000,215216.00000000,216480.00000000,MWh
2019-01-16,日,2893917.00000000,1552235.00000000,413090.00000000,401133.00000000,72073.00000000,439729.00000000,216600.00000000,212679.00000000,MWh
2019-01-17,日,2870278.00000000,1540018.00000000,402349.00000000,398221.00000000,71523.00000000,442004.00000000,214639.00000000,211911.00000000,MWh
2019-01-18,日,2843161.00000000,1532774.00000000,392792.00000000,398980.00000000,70271.00000000,429734.00000000,212237.00000000,210889.00000000,MWh
2019-01-19,日,2757202.00000000,1477587.00000000,379520.00000000,394599.00000000,70644.00000000,418776.00000000,200805.00000000,205906.00000000,MWh
2019-01-20,日,2658163.00000000,1378564.00000000,375958.00000000,393725.00000000,70370.00000000,427949.00000000,189150.00000000,190977.00000000,MWh
2019-01-21,日,2747110.00000000,1427901.00000000,392822.00000000,405345.00000000,70975.00000000,437191.00000000,200403.00000000,202326.00000000,MWh
2019-01-22,日,2688554.00000000,1401368.00000000,377224.00000000,401276.00000000,69510.00000000,426343.00000000,200157.00000000,201754.00000000,MWh
2019-01-23,日,2636279.00000000,1376704.00000000,376312.00000000,386487.00000000,68704.00000000,413919.00000000,195365.00000000,196870.00000000,MWh
2019-01-24,日,2550747.00000000,1320281.00000000,367954.00000000,382464.00000000,68783.00000000,410449.00000000,190590.00000000,192816.00000000,MWh
2019-01-25,日,2461081.00000000,1241213.00000000,353025.00000000,376943.00000000,68755.00000000,406147.00000000,182558.00000000,185736.00000000,MWh
2019-01-26,日,2333637.00000000,1150782.00000000,341730.00000000,365711.00000000,66179.00000000,394970.00000000,168782.00000000,171790.00000000,MWh
2019-01-27,日,2219434.00000000,1060844.00000000,332330.00000000,359189.00000000,66958.00000000,386036.00000000,157516.00000000,155029.00000000,MWh
2019-01-28,日,2180053.00000000,1031638.00000000,323623.00000000,352727.00000000,66766.00000000,392319.00000000,159319.00000000,153030.00000000,MWh
2019-01-29,日,2098488.00000000,978076.00000000,315729.00000000,350586.00000000,67672.00000000,376848.00000000,154399.00000000,143734.00000000,MWh
2019-01-30,日,2014311.00000000,921187.00000000,306307.00000000,347893.00000000,64708.00000000,366393.00000000,146510.00000000,133133.00000000,MWh
2019-01-31,日,1930577.00000000,871504.00000000,303995.00000000,328128.00000000,63110.00000000,355509.00000000,138991.00000000,123761.00000000,MWh
2019-02-01,日,1837224.00000000,805106.00000000,297286.00000000,318137.00000000,62490.00000000,347704.00000000,128591.00000000,110981.00000000,MWh
2019-02-02,日,1726899.00000000,758619.00000000,283717.00000000,304829.00000000,61746.00000000,312314.00000000,118681.00000000,104691.00000000,MWh
2019-02-03,日,1650383.00000000,712405.00000000,267434.00000000,298482.00000000,60433.00000000,307212.00000000,111863.00000000,97411.00000000,MWh
2019-02-04,日,1601226.00000000,666211.00000000,262358.00000000,297107.00000000,60363.00000000,310792.00000000,105286.00000000,86209.00000000,MWh
2019-02-05,日,1492428.00000000,645260.00000000,249547.00000000,272480.00000000,58524.00000000,263873.00000000,99524.00000000,80724.00000000,MWh
2019-02-06,日,1475385.00000000,647390.00000000,241119.00000000,275193.00000000,58220.00000000,250857.00000000,100708.00000000,84232.00000000,MWh
2019-02-07,日,1501461.00000000,653908.00000000,240330.00000000,280290.00000000,60507.00000000,262486.00000000,102063.00000000,87188.00000000,MWh
2019-02-08,日,1565357.00000000,684681.00000000,249500.00000000,282805.00000000,62375.00000000,282365.00000000,105233.00000000,91633.00000000,MWh
2019-02-09,日,1637369.00000000,709542.00000000,265587.00000000,288806.00000000,63274.00000000,304323.00000000,108036.00000000,95581.00000000,MWh
2019-02-10,日,1718984.00000000,737796.00000000,284501.00000000,294438.00000000,65130.00000000,329380.00000000,112130.00000000,101537.00000000,MWh
2019-02-11,日,1852692.00000000,809113.00000000,315443.00000000,304361.00000000,65644.00000000,349091.00000000,126133.00000000,117016.00000000,MWh
2019-02-12,日,1963673.00000000,896764.00000000,320381.00000000,315636.00000000,65097.00000000,352770.00000000,138315.00000000,136143.00000000,MWh
2019-02-13,日,2007076.00000000,978735.00000000,323350.00000000,319009.00000000,65102.00000000,353065.00000000,151110.00000000,150431.00000000,MWh
2019-02-14,日,2143759.00000000,1061237.00000000,319447.00000000,323362.00000000,65340.00000000,353468.00000000,161923.00000000,171871.00000000,MWh
2019-02-15,日,2255976.00000000,1131376.00000000,327892.00000000,331553.00000000,67396.00000000,372677.00000000,172110.00000000,180800.00000000,MWh
2019-02-16,日,2322457.00000000,1189720.00000000,336199.00000000,332771.00000000,65817.00000000,374665.00000000,173863.00000000,180888.00000000,MWh
2019-02-17,日,2309873.00000000,1147242.00000000,344316.00000000,338795.00000000,66884.00000000,389738.00000000,168405.00000000,165826.00000000,MWh
2019-02-18,日,2412972.00000000,1253513.00000000,336780.00000000,341283.00000000,66151.00000000,393821.00000000,185646.00000000,187242.00000000,MWh
2019-02-19,日,2410451.00000000,1252338.00000000,333221.00000000,347667.00000000,67549.00000000,389191.00000000,188483.00000000,190277.00000000,MWh
2019-02-20,日,2512963.00000000,1337617.00000000,333418.00000000,355107.00000000,69795.00000000,394575.00000000,200507.00000000,202741.00000000,MWh
2019-02-21,日,2586683.00000000,1404570.00000000,345269.00000000,350819.00000000,72251.00000000,393603.00000000,206633.00000000,208113.00000000,MWh
2019-02-22,日,2601974.00000000,1400560.00000000,353245.00000000,360246.00000000,70362.00000000,398656.00000000,200671.00000000,203509.00000000,MWh
2019-02-23,日,2612966.00000000,1391323.00000000,359365.00000000,363851.00000000,69911.00000000,410295.00000000,201657.00000000,197135.00000000,MWh
2019-02-24,日,2514641.00000000,1318971.00000000,351837.00000000,358425.00000000,67891.00000000,398643.00000000,192537.00000000,176075.00000000,MWh
2019-02-25,日,2666768.00000000,1453533.00000000,359720.00000000,364951.00000000,69246.00000000,400159.00000000,213129.00000000,200480.00000000,MWh
2019-02-26,日,2704705.00000000,1508990.00000000,365756.00000000,360469.00000000,70667.00000000,392060.00000000,218035.00000000,206912.00000000,MWh
2019-02-27,日,2754320.00000000,1540104.00000000,362065.00000000,362565.00000000,71856.00000000,398196.00000000,219154.00000000,210817.00000000,MWh
2019-02-28,日,2745429.00000000,1518301.00000000,359221.00000000,373748.00000000,73153.00000000,402318.00000000,217198.00000000,213821.00000000,MWh
2019-03-01,日,2715274.00000000,1515588.00000000,351548.00000000,368008.00000000,72876.00000000,387588.00000000,213491.00000000,215032.00000000,MWh
2019-03-02,日,2714036.00000000,1524172.00000000,346284.00000000,365806.00000000,73902.00000000,383916.00000000,211551.00000000,204826.00000000,MWh
2019-03-03,日,2552188.00000000,1385375.00000000,335039.00000000,368703.00000000,73349.00000000,371077.00000000,195136.00000000,180674.00000000,MWh
2019-03-04,日,2711189.00000000,1508207.00000000,348623.00000000,381952.00000000,75642.00000000,373025.00000000,213155.00000000,206403.00000000,MWh
2019-03-05,日,2772315.00000000,1568519.00000000,347435.00000000,380947.00000000,75455.00000000,374895.00000000,223438.00000000,219000.00000000,MWh
2019-03-06,日,2841694.00000000,1611251.00000000,347160.00000000,388084.00000000,76823.00000000,395444.00000000,223321.00000000,218594.00000000,MWh
2019-03-07,日,2836974.00000000,1592912.00000000,351836.00000000,389258.00000000,77264.00000000,401752.00000000,222117.00000000,215030.00000000,MWh
2019-03-08,日,2817418.00000000,1584713.00000000,349871.00000000,385179.00000000,76660.00000000,397303.00000000,221862.00000000,213359.00000000,MWh
2019-03-09,日,2795943.00000000,1551995.00000000,351667.00000000,388674.00000000,77070.00000000,404344.00000000,216031.00000000,205077.00000000,MWh
2019-03-10,日,2653351.00000000,1443419.00000000,339975.00000000,386725.00000000,76386.00000000,387394.00000000,202328.00000000,184826.00000000,MWh
2019-03-11,日,2740115.00000000,1537528.00000000,333941.00000000,388819.00000000,74838.00000000,383955.00000000,216255.00000000,210681.00000000,MWh
2019-03-12,日,2795905.00000000,1580815.00000000,338338.00000000,389391.00000000,74315.00000000,390865.00000000,219277.00000000,219078.00000000,MWh
2019-03-13,日,2826419.00000000,1606066.00000000,346895.00000000,391468.00000000,75137.00000000,385913.00000000,220037.00000000,220698.00000000,MWh
2019-03-14,日,2873319.00000000,1628565.00000000,353125.00000000,393275.00000000,77942.00000000,402582.00000000,223307.00000000,222613.00000000,MWh
2019-03-15,日,2869814.00000000,1615806.00000000,358634.00000000,398345.00000000,75649.00000000,404888.00000000,219776.00000000,219112.00000000,MWh
2019-03-16,日,2769407.00000000,1508123.00000000,364889.00000000,397883.00000000,73700.00000000,406697.00000000,208277.00000000,207907.00000000,MWh
2019-03-17,日,2685729.00000000,1431719.00000000,364144.00000000,395356.00000000,74355.00000000,402342.00000000,195543.00000000,184266.00000000,MWh
2019-03-18,日,2796119.00000000,1591441.00000000,337372.00000000,392731.00000000,76865.00000000,378401.00000000,218340.00000000,216573.00000000,MWh
2019-03-19,日,2874071.00000000,1657550.00000000,359606.00000000,399829.00000000,77817.00000000,359389.00000000,226569.00000000,230384.00000000,MWh
2019-03-20,日,2891619.00000000,1682897.00000000,361154.00000000,400463.00000000,78618.00000000,347393.00000000,231359.00000000,234578.00000000,MWh
2019-03-21,日,2889634.00000000,1696285.00000000,357878.00000000,391894.00000000,80902.00000000,340637.00000000,236266.00000000,240650.00000000,MWh
2019-03-22,日,2971127.00000000,1738816.00000000,359468.00000000,393731.00000000,83115.00000000,374040.00000000,241564.00000000,249316.00000000,MWh
2019-03-23,日,2876736.00000000,1621962.00000000,360628.00000000,401470.00000000,82984.00000000,390591.00000000,215058.00000000,219233.00000000,MWh
2019-03-24,日,2626507.00000000,1481706.00000000,365211.00000000,396363.00000000,77746.00000000,404408.00000000,200753.00000000,187413.00000000,MWh
2019-03-25,日,2828983.00000000,1584391.00000000,364730.00000000,394875.00000000,76864.00000000,384321.00000000,219160.00000000,213345.00000000,MWh
2019-03-26,日,2875880.00000000,1637534.00000000,369829.00000000,390348.00000000,76878.00000000,374108.00000000,226589.00000000,223539.00000000,MWh
2019-03-27,日,2871361.00000000,1651183.00000000,365277.00000000,395059.00000000,78571.00000000,353901.00000000,227692.00000000,226828.00000000,MWh
2019-03-28,日,2901930.00000000,1686395.00000000,365043.00000000,394260.00000000,79301.00000000,352599.00000000,233923.00000000,233632.00000000,MWh
2019-03-29,日,2889270.00000000,1710941.00000000,361315.00000000,398763.00000000,83661.00000000,358182.00000000,235646.00000000,233501.00000000,MWh
2019-03-30,日,2790444.00000000,1605820.00000000,347261.00000000,387274.00000000,83124.00000000,344806.00000000,221847.00000000,213537.00000000,MWh
2019-03-31,日,2686959.00000000,1485630.00000000,347790.00000000,393612.00000000,83772.00000000,359639.00000000,206970.00000000,189929.00000000,MWh
2019-04-01,日,2786253.00000000,1574518.00000000,344580.00000000,398502.00000000,81443.00000000,367509.00000000,217279.00000000,211688.00000000,MWh
2019-04-02,日,2839375.00000000,1631703.00000000,353118.00000000,394048.00000000,78753.00000000,362833.00000000,221954.00000000,219417.00000000,MWh
2019-04-03,日,2892765.00000000,1678494.00000000,357260.00000000,399073.00000000,82742.00000000,376115.00000000,226545.00000000,225531.00000000,MWh
2019-04-04,日,2775057.00000000,1570455.00000000,342397.00000000,385964.00000000,78109.00000000,355598.00000000,216358.00000000,214661.00000000,MWh
2019-04-05,日,2280318.00000000,1176110.00000000,312384.00000000,385976.00000000,73852.00000000,339429.00000000,172408.00000000,155457.00000000,MWh
2019-04-06,日,2431543.00000000,1320179.00000000,311445.00000000,379554.00000000,75550.00000000,332822.00000000,186362.00000000,169283.00000000,MWh
2019-04-07,日,2656413.00000000,1513768.00000000,322515.00000000,387013.00000000,78647.00000000,340441.00000000,212553.00000000,197985.00000000,MWh
2019-04-08,日,2899218.00000000,1715456.00000000,346096.00000000,393957.00000000,84643.00000000,341322.00000000,247903.00000000,242904.00000000,MWh
2019-04-09,日,3020292.00000000,1807588.00000000,360594.00000000,395758.00000000,87270.00000000,346167.00000000,259639.00000000,258062.00000000,MWh
2019-04-10,日,3104660.00000000,1870123.00000000,369781.00000000,401295.00000000,90421.00000000,350027.00000000,270152.00000000,265931.00000000,MWh
2019-04-11,日,3080948.00000000,1848956.00000000,367102.00000000,402852.00000000,92645.00000000,351086.00000000,266321.00000000,265986.00000000,MWh
2019-04-12,日,2905992.00000000,1682783.00000000,352925.00000000,405867.00000000,94279.00000000,351998.00000000,231442.00000000,234556.00000000,MWh
2019-04-13,日,2705592.00000000,1482774.00000000,355439.00000000,403263.00000000,93476.00000000,349954.00000000,221432.00000000,221052.00000000,MWh
2019-04-14,日,2714505.00000000,1540105.00000000,296875.00000000,401587.00000000,92620.00000000,358624.00000000,213202.00000000,199003.00000000,MWh
2019-04-15,日,2869725.00000000,1639705.00000000,351659.00000000,396005.00000000,89021.00000000,364023.00000000,227293.00000000,225899.00000000,MWh
2019-04-16,日,2874529.00000000,1661119.00000000,340830.00000000,397568.00000000,90701.00000000,352501.00000000,228753.00000000,226883.00000000,MWh
2019-04-17,日,2889596.00000000,1674604.00000000,349504.00000000,398916.00000000,89009.00000000,344367.00000000,234976.00000000,233746.00000000,MWh
2019-04-18,日,2916346.00000000,1702137.00000000,337107.00000000,405440.00000000,92866.00000000,342588.00000000,238390.00000000,237750.00000000,MWh
2019-04-19,日,2929435.00000000,1685983.00000000,365765.00000000,403750.00000000,94205.00000000,341880.00000000,231610.00000000,237721.00000000,MWh
2019-04-20,日,2907582.00000000,1647458.00000000,378568.00000000,404264.00000000,99981.00000000,339922.00000000,225023.00000000,223801.00000000,MWh
2019-04-21,日,2827833.00000000,1559486.00000000,390169.00000000,406721.00000000,100874.00000000,339538.00000000,218115.00000000,207162.00000000,MWh
2019-04-22,日,3040035.00000000,1759410.00000000,403009.00000000,424083.00000000,100328.00000000,336618.00000000,251525.00000000,253190.00000000,MWh
2019-04-23,日,3149490.00000000,1858220.00000000,402490.00000000,410534.00000000,100424.00000000,336844.00000000,267491.00000000,272632.00000000,MWh
2019-04-24,日,3191917.00000000,1899958.00000000,403693.00000000,409078.00000000,100820.00000000,339746.00000000,279134.00000000,279040.00000000,MWh
2019-04-25,日,3261728.00000000,1954418.00000000,410514.00000000,411405.00000000,101867.00000000,341748.00000000,288108.00000000,288991.00000000,MWh
2019-04-26,日,3244167.00000000,1959360.00000000,398827.00000000,411270.00000000,100191.00000000,332427.00000000,285761.00000000,293776.00000000,MWh
2019-04-27,日,3044725.00000000,1774724.00000000,384740.00000000,414061.00000000,96269.00000000,333278.00000000,242371.00000000,254686.00000000,MWh
2019-04-28,日,2964741.00000000,1696261.00000000,384584.00000000,415684.00000000,98104.00000000,328607.00000000,239292.00000000,244296.00000000,MWh
2019-04-29,日,3063448.00000000,1804525.00000000,378713.00000000,415212.00000000,98614.00000000,324190.00000000,257731.00000000,264764.00000000,MWh
2019-04-30,日,2949471.00000000,1720231.00000000,354976.00000000,410172.00000000,95564.00000000,327311.00000000,244481.00000000,253947.00000000,MWh
2019-05-01,日,2323390.00000000,1181653.00000000,320853.00000000,400339.00000000,88432.00000000,311745.00000000,177287.00000000,166190.00000000,MWh
2019-05-02,日,2426810.00000000,1254290.00000000,334153.00000000,404148.00000000,85736.00000000,320190.00000000,180077.00000000,163603.00000000,MWh
2019-05-03,日,2727698.00000000,1411935.00000000,345078.00000000,430790.00000000,82196.00000000,328519.00000000,197114.00000000,180669.00000000,MWh
2019-05-04,日,2746728.00000000,1527923.00000000,346447.00000000,410176.00000000,83768.00000000,337834.00000000,210381.00000000,197214.00000000,MWh
2019-05-05,日,2774696.00000000,1541658.00000000,350119.00000000,417490.00000000,89058.00000000,338250.00000000,218175.00000000,207905.00000000,MWh
2019-05-06,日,2890881.00000000,1646365.00000000,351778.00000000,413536.00000000,95873.00000000,344346.00000000,226377.00000000,217224.00000000,MWh
2019-05-07,日,2862049.00000000,1625659.00000000,353045.00000000,411465.00000000,88158.00000000,343451.00000000,227485.00000000,221301.00000000,MWh
2019-05-08,日,2869258.00000000,1630464.00000000,347896.00000000,417954.00000000,85058.00000000,346530.00000000,228794.00000000,220266.00000000,MWh
2019-05-09,日,2863096.00000000,1633308.00000000,346185.00000000,416975.00000000,78905.00000000,347162.00000000,231612.00000000,227215.00000000,MWh
2019-05-10,日,2910364.00000000,1677643.00000000,350532.00000000,419294.00000000,78521.00000000,343468.00000000,240002.00000000,236761.00000000,MWh
2019-05-11,日,2921261.00000000,1676893.00000000,361071.00000000,418413.00000000,82087.00000000,343523.00000000,240907.00000000,230007.00000000,MWh
2019-05-12,日,2826192.00000000,1587848.00000000,367056.00000000,418299.00000000,83008.00000000,335836.00000000,233394.00000000,208070.00000000,MWh
2019-05-13,日,3098257.00000000,1816912.00000000,391279.00000000,424230.00000000,88789.00000000,337501.00000000,273854.00000000,257426.00000000,MWh
2019-05-14,日,3234319.00000000,1943782.00000000,401218.00000000,423423.00000000,90004.00000000,333209.00000000,290268.00000000,258364.00000000,MWh
2019-05-15,日,3303667.00000000,2000265.00000000,412203.00000000,418191.00000000,92996.00000000,338404.00000000,303049.00000000,291548.00000000,MWh
2019-05-16,日,3401054.00000000,2081551.00000000,424578.00000000,418257.00000000,97209.00000000,335321.00000000,317532.00000000,308517.00000000,MWh
2019-05-17,日,3499361.00000000,2147394.00000000,438993.00000000,426859.00000000,101671.00000000,336894.00000000,324809.00000000,315517.00000000,MWh
2019-05-18,日,3491798.00000000,2129089.00000000,445356.00000000,424488.00000000,105875.00000000,336409.00000000,321914.00000000,304560.00000000,MWh
2019-05-19,日,3412361.00000000,2045732.00000000,455939.00000000,424638.00000000,108420.00000000,332541.00000000,316846.00000000,281130.00000000,MWh
2019-05-20,日,3466238.00000000,2129853.00000000,422707.00000000,425051.00000000,110870.00000000,336379.00000000,323627.00000000,314140.00000000,MWh
2019-05-21,日,3249729.00000000,1954635.00000000,386734.00000000,426955.00000000,106850.00000000,335519.00000000,295116.00000000,277332.00000000,MWh
2019-05-22,日,3182740.00000000,1901947.00000000,386709.00000000,428239.00000000,91393.00000000,334077.00000000,286607.00000000,271414.00000000,MWh
2019-05-23,日,3198502.00000000,1901661.00000000,401261.00000000,425951.00000000,91159.00000000,337878.00000000,281293.00000000,276517.00000000,MWh
2019-05-24,日,3160491.00000000,1845879.00000000,421740.00000000,425166.00000000,92285.00000000,336597.00000000,276652.00000000,268708.00000000,MWh
2019-05-25,日,3128440.00000000,1834975.00000000,409803.00000000,423584.00000000,91676.00000000,330361.00000000,265447.00000000,260969.00000000,MWh
2019-05-26,日,2960800.00000000,1681780.00000000,408595.00000000,418067.00000000,91721.00000000,326026.00000000,253653.00000000,232330.00000000,MWh
2019-05-27,日,3149305.00000000,1858012.00000000,404675.00000000,419621.00000000,95285.00000000,333522.00000000,283954.00000000,266689.00000000,MWh
2019-05-28,日,3151410.00000000,1900114.00000000,372600.00000000,415544.00000000,91973.00000000,332017.00000000,286169.00000000,275527.00000000,MWh
2019-05-29,日,3067636.00000000,1832540.00000000,354849.00000000,417573.00000000,87517.00000000,335582.00000000,271127.00000000,268254.00000000,MWh
2019-05-30,日,3031630.00000000,1798395.00000000,359285.00000000,420556.00000000,82305.00000000,331490.00000000,262593.00000000,258687.00000000,MWh
2019-05-31,日,3015584.00000000,1795727.00000000,354134.00000000,412969.00000000,83979.00000000,329040.00000000,267286.00000000,259714.00000000,MWh
2019-06-01,日,2955832.00000000,1749787.00000000,343461.00000000,418748.00000000,83007.00000000,323359.00000000,258645.00000000,250430.00000000,MWh
2019-06-02,日,2879976.00000000,1672144.00000000,347062.00000000,418339.00000000,82530.00000000,326077.00000000,250217.00000000,227861.00000000,MWh
2019-06-03,日,3142617.00000000,1877076.00000000,380570.00000000,451001.00000000,81304.00000000,325400.00000000,286506.00000000,277341.00000000,MWh
2019-06-04,日,3261363.00000000,1958732.00000000,401644.00000000,433375.00000000,88643.00000000,332870.00000000,292925.00000000,293773.00000000,MWh
2019-06-05,日,3277619.00000000,1978710.00000000,394060.00000000,440999.00000000,89296.00000000,329349.00000000,293558.00000000,302110.00000000,MWh
2019-06-06,日,3318169.00000000,2007337.00000000,399122.00000000,440846.00000000,93310.00000000,329390.00000000,299745.00000000,306578.00000000,MWh
2019-06-07,日,2806294.00000000,1570421.00000000,376154.00000000,424960.00000000,91955.00000000,311001.00000000,252020.00000000,231414.00000000,MWh
2019-06-08,日,3049693.00000000,1776683.00000000,398951.00000000,430371.00000000,95020.00000000,311952.00000000,277318.00000000,245414.00000000,MWh
2019-06-09,日,3311574.00000000,1998274.00000000,417222.00000000,438551.00000000,101877.00000000,317916.00000000,306952.00000000,281217.00000000,MWh
2019-06-10,日,3410933.00000000,2124837.00000000,408827.00000000,439994.00000000,107283.00000000,322929.00000000,327693.00000000,317298.00000000,MWh
2019-06-11,日,3309648.00000000,1998702.00000000,399617.00000000,442878.00000000,110142.00000000,322681.00000000,301333.00000000,289451.00000000,MWh
2019-06-12,日,3271253.00000000,1976647.00000000,403929.00000000,437941.00000000,113005.00000000,307763.00000000,293807.00000000,293609.00000000,MWh
2019-06-13,日,3288380.00000000,1990982.00000000,395031.00000000,433604.00000000,109382.00000000,320053.00000000,302858.00000000,290721.00000000,MWh
2019-06-14,日,3282778.00000000,1981595.00000000,404540.00000000,428676.00000000,101175.00000000,324627.00000000,297290.00000000,292319.00000000,MWh
2019-06-15,日,6097617.00000000,1941049.00000000,3279196.00000000,422074.00000000,91792.00000000,318999.00000000,286555.00000000,280742.00000000,MWh
2019-06-16,日,3085247.00000000,1816034.00000000,394196.00000000,423877.00000000,86323.00000000,320758.00000000,277940.00000000,255137.00000000,MWh
2019-06-17,日,3297174.00000000,2004535.00000000,409580.00000000,430149.00000000,87516.00000000,320928.00000000,313832.00000000,298137.00000000,MWh
2019-06-18,日,3387323.00000000,2093624.00000000,415004.00000000,427272.00000000,88166.00000000,316110.00000000,318788.00000000,314368.00000000,MWh
2019-06-19,日,3463645.00000000,2152807.00000000,421529.00000000,429484.00000000,94970.00000000,320033.00000000,331086.00000000,319225.00000000,MWh
2019-06-20,日,3578191.00000000,2228415.00000000,429016.00000000,436614.00000000,99799.00000000,336288.00000000,342435.00000000,331392.00000000,MWh
2019-06-21,日,3674933.00000000,2290573.00000000,443740.00000000,445926.00000000,107820.00000000,337539.00000000,356814.00000000,342611.00000000,MWh
2019-06-22,日,3678295.00000000,2287922.00000000,457998.00000000,448663.00000000,110590.00000000,326133.00000000,354458.00000000,328612.00000000,MWh
2019-06-23,日,3427335.00000000,2098529.00000000,410585.00000000,447992.00000000,100585.00000000,321296.00000000,324995.00000000,291453.00000000,MWh
2019-06-24,日,3364017.00000000,2064540.00000000,384504.00000000,435889.00000000,107488.00000000,323369.00000000,305099.00000000,314231.00000000,MWh
2019-06-25,日,3314851.00000000,2019856.00000000,393544.00000000,428288.00000000,99844.00000000,324614.00000000,301160.00000000,302501.00000000,MWh
2019-06-26,日,3363563.00000000,2062403.00000000,402530.00000000,419558.00000000,99983.00000000,328936.00000000,307689.00000000,305368.00000000,MWh
2019-06-27,日,3531751.00000000,2196718.00000000,422997.00000000,428818.00000000,100908.00000000,327597.00000000,335243.00000000,329414.00000000,MWh
2019-06-28,日,3642702.00000000,2265990.00000000,445982.00000000,434979.00000000,107476.00000000,330349.00000000,355307.00000000,335788.00000000,MWh
2019-06-29,日,3616079.00000000,2247383.00000000,449097.00000000,438195.00000000,107517.00000000,317826.00000000,349959.00000000,321008.00000000,MWh
2019-06-30,日,3393720.00000000,2062199.00000000,439234.00000000,426530.00000000,99391.00000000,317345.00000000,323708.00000000,285836.00000000,MWh
2019-07-01,日,3530259.00000000,2196575.00000000,443951.00000000,423696.00000000,92707.00000000,322360.00000000,348562.00000000,329508.00000000,MWh
2019-07-02,日,3611046.00000000,2263960.00000000,441538.00000000,433031.00000000,89996.00000000,332384.00000000,357697.00000000,338586.00000000,MWh
