德宏,指标单位,时间,韶关,云南电网,云南,大鹏,河池,迪庆,普洱,云浮,曲靖,河源,揭阳,西双版纳,丽江,凯里,汕尾,桂林,保山,红河,罗湖,汕头,百色,瑞丽,大理,昆明,昌江,怒江,屯昌,贵州电网,贵州,来宾,龙华,阳江,坪山,广东电网,广东,三沙,白沙,公司总部,昭通,楚雄,广州,龙岗,佛山,文山,玉林,乐东,五指山,定安,清远,临沧,贺州,贵阳,铜仁,都匀,南方电网,南网,安顺,兴义,六盘水,贵安,毕节,贵港,南宁,东方,防城港,中山,东莞,广西电网,广西,海南电网,海南,琼海,珠海,文昌,盐田,湛江,临高,柳州,陵水,深圳,琼中,万宁,梅州,江门,福田,遵义,肇庆,崇左,北海,潮州,钦州,惠州,三亚,梧州,玉溪,南山,澄迈,海口,保亭,茂名,光明,儋州,深汕特别合作区,宝安
7403,单,2021,265219,386953,386953,355052,4219,2276,110365,363823,6370,1054642,237115,23486,4692,67397,171251,2222,5093,40993,384710,67404,27561,50,34383,22614,12745,255,65690,774638,774638,15113,1543080,350300,261768,9594731,9594731,,,19684405,3806,8478,1482975,1168589,692484,24739,2666,8163,,3762,447377,9182,522,337484,4419,25359,19684405,19684405,40207,16377,53495,,35612,32290,235716,615,16234,554416,992633,1167583,1167583,218308,218308,11917,260455,6622,318802,331792,3.0,777011,6073,7542192,22518,31054,179518,532723,763376,194288,732300,7793,685,32573,34185,749042,288,11366,82768,538635,8804,20374,6748,96689,743147,12932,,1465033
17538,单,2022,722498,2481062,2481062,617793,81202,14511,345630,785125,60456,1874392,633237,118163,39786,283423,518750,79912,46359,307976,542703,213868,221701,1281,175631,645366,17939,21195,182362,2081483,2081483,137838,2525583,874679,420306,28405142,28405142,,,50400207,93044,146600,4545237,2043878,2495647,81776,127312,41595,866.0,13235,1034762,38515,64818,690529,52465,170154,50400207,50400207,186624,78601,149133,,87558,183416,1014064,5134,66271,2379799,3868835,4335762,4335762,685138,685138,36237,840501,21313,440324,765115,,1791786,23303,12411620,79144,45667,515545,1748035,1153190,382996,1684187,61436,100103,125232,217473,2405548,21678,188430,327235,934906,16736,144366,10137,374150,1352075,25423,,2380862
66641,单,2023,1526120,7826649,7826649,1077265,328857,65852,764444,1405907,365552,2825359,1243000,480502,177288,558745,1099808,434912,146470,1131035,636188,605204,644814,13680,756347,1725067,31178,50810,392036,4265598,4265598,484421,3459502,1445865,624138,59824081,59824081,,3625.0,102603326,444591,451620,10106196,3175751,5615318,242865,528945,112512,6895.0,33153,2297282,136449,225489,1140311,209869,510229,102603326,102603326,335534,253526,300943,,328856,631845,2291324,24962,244544,5158599,8309360,10910219,10910219,1832723,1832723,78053,2044047,63788,559337,1415641,3038.0,3187628,60003,17944056,162633,70291,1060493,4098569,1484506,627585,3442379,269320,381175,339234,646996,4985261,116508,609949,807436,1362516,44370,556211,20018,800439,2072607,53449,,3492246
116694,单,2024,1968944,10852537,10852537,1250771,481500,107130,952512,1709001,512542,3407644,1607474,658094,287591,736374,1424410,656874,199806,1503562,681388,939192,852691,20714,1118154,2306481,41916,77879,501880,5560090,5560090,663438,3724018,1759083,743187,75014519,75014519,,7883.0,128315714,724640,638913,12609281,3639033,7012040,349359,830665,151024,12498.0,48585,3014737,215130,328855,1336552,307173,709559,128315714,128315714,401205,380870,383122,,501616,866501,2922297,45708,337518,6416896,10032914,14333868,14333868,2576426,2576426,123055,2694136,112756,609766,1823569,8791.0,3782041,90149,19978274,195606,92478,1396738,5263342,1621048,803619,4266022,419140,492361,520477,852162,6104143,176190,847825,1063336,1492277,72464,788984,31905,1044476,2335802,74554,,3880984
