时间,时间维度,南方电网,广东,广西,云南,广州,深圳,海南,贵州,指标单位
2018-08-15,日,160948.00000000,100271.00000000,19691.00000000,18633.00000000,15046.00000000,15536.00000000,3467.00000000,16398.00000000,MWh
2018-08-16,日,159949.00000000,100290.00000000,19121.00000000,18416.00000000,15320.00000000,15353.00000000,3635.00000000,15947.00000000,MWh
2018-08-17,日,158830.00000000,100099.00000000,18886.00000000,18749.00000000,15113.00000000,15250.00000000,3802.00000000,15981.00000000,MWh
2018-08-18,日,154656.00000000,96021.00000000,19329.00000000,18496.00000000,14001.00000000,14373.00000000,3779.00000000,15712.00000000,MWh
2018-08-19,日,144935.00000000,86398.00000000,19455.00000000,18385.00000000,13140.00000000,12049.00000000,3872.00000000,16460.00000000,MWh
2018-08-20,日,164148.00000000,102206.00000000,20438.00000000,19138.00000000,15348.00000000,15967.00000000,3914.00000000,17038.00000000,MWh
2018-08-21,日,167456.00000000,104688.00000000,20366.00000000,19058.00000000,16069.00000000,16055.00000000,4037.00000000,16964.00000000,MWh
2018-08-22,日,166390.00000000,104706.00000000,20621.00000000,18742.00000000,15993.00000000,16465.00000000,4039.00000000,16571.00000000,MWh
2018-08-23,日,163799.00000000,104272.00000000,19777.00000000,18791.00000000,15722.00000000,16414.00000000,4014.00000000,15751.00000000,MWh
2018-08-24,日,162245.00000000,103815.00000000,18258.00000000,18994.00000000,15911.00000000,16280.00000000,3915.00000000,15831.00000000,MWh
2018-08-25,日,155412.00000000,99052.00000000,18968.00000000,18846.00000000,14861.00000000,15099.00000000,3732.00000000,16174.00000000,MWh
2018-08-26,日,144837.00000000,86909.00000000,19226.00000000,18979.00000000,13162.00000000,12447.00000000,3588.00000000,16194.00000000,MWh
2018-08-27,日,158578.00000000,99974.00000000,18604.00000000,18899.00000000,15225.00000000,15509.00000000,3728.00000000,16335.00000000,MWh
2018-08-28,日,157153.00000000,98334.00000000,18453.00000000,18790.00000000,14628.00000000,15598.00000000,3796.00000000,16634.00000000,MWh
2018-08-29,日,154305.00000000,95086.00000000,18375.00000000,18704.00000000,14650.00000000,14404.00000000,3696.00000000,16660.00000000,MWh
2018-08-30,日,151108.00000000,92292.00000000,17705.00000000,18687.00000000,13898.00000000,14108.00000000,3919.00000000,16642.00000000,MWh
2018-08-31,日,149098.00000000,91189.00000000,17438.00000000,18628.00000000,14069.00000000,14198.00000000,4021.00000000,16324.00000000,MWh
2018-09-01,日,140432.00000000,82868.00000000,16872.00000000,18472.00000000,11905.00000000,12789.00000000,3858.00000000,16271.00000000,MWh
2018-09-02,日,132062.00000000,75705.00000000,16904.00000000,18793.00000000,11405.00000000,10798.00000000,3795.00000000,16389.00000000,MWh
2018-09-03,日,154254.00000000,94716.00000000,18180.00000000,18825.00000000,14388.00000000,15010.00000000,3865.00000000,16698.00000000,MWh
2018-09-04,日,160539.00000000,100843.00000000,18995.00000000,18832.00000000,15132.00000000,16096.00000000,3951.00000000,16664.00000000,MWh
2018-09-05,日,166648.00000000,105436.00000000,20224.00000000,19002.00000000,16144.00000000,16704.00000000,4106.00000000,16899.00000000,MWh
2018-09-06,日,165761.00000000,104655.00000000,20144.00000000,19087.00000000,16136.00000000,16524.00000000,4216.00000000,16358.00000000,MWh
2018-09-07,日,164560.00000000,104830.00000000,19309.00000000,18904.00000000,15966.00000000,16686.00000000,4152.00000000,15619.00000000,MWh
2018-09-08,日,150155.00000000,92012.00000000,17488.00000000,19175.00000000,13176.00000000,14051.00000000,3869.00000000,16080.00000000,MWh
2018-09-09,日,137077.00000000,80305.00000000,17575.00000000,19147.00000000,11846.00000000,11362.00000000,3773.00000000,16185.00000000,MWh
2018-09-10,日,153800.00000000,95600.00000000,18338.00000000,19324.00000000,14312.00000000,14788.00000000,3755.00000000,16379.00000000,MWh
2018-09-11,日,153886.00000000,95817.00000000,18570.00000000,19324.00000000,14109.00000000,14583.00000000,3889.00000000,15908.00000000,MWh
2018-09-12,日,155276.00000000,96969.00000000,18926.00000000,19192.00000000,14508.00000000,15240.00000000,3881.00000000,15824.00000000,MWh
2018-09-13,日,155971.00000000,98769.00000000,18821.00000000,18931.00000000,14991.00000000,15561.00000000,3969.00000000,16130.00000000,MWh
2018-09-14,日,161983.00000000,103530.00000000,19271.00000000,18700.00000000,15916.00000000,16151.00000000,3914.00000000,16414.00000000,MWh
2018-09-15,日,159689.00000000,100937.00000000,19896.00000000,18689.00000000,15358.00000000,15419.00000000,4023.00000000,16466.00000000,MWh
2018-09-16,日,129148.00000000,82015.00000000,17838.00000000,18526.00000000,13082.00000000,11424.00000000,3624.00000000,15701.00000000,MWh
2018-09-17,日,138274.00000000,83530.00000000,16545.00000000,18829.00000000,13233.00000000,13560.00000000,3887.00000000,15137.00000000,MWh
2018-09-18,日,152560.00000000,96962.00000000,17926.00000000,18769.00000000,14906.00000000,15356.00000000,4056.00000000,15281.00000000,MWh
2018-09-19,日,157498.00000000,100406.00000000,18861.00000000,18453.00000000,15167.00000000,15838.00000000,3997.00000000,15645.00000000,MWh
2018-09-20,日,161385.00000000,103265.00000000,19314.00000000,18822.00000000,15845.00000000,16159.00000000,4018.00000000,15645.00000000,MWh
2018-09-21,日,162565.00000000,104163.00000000,19319.00000000,18865.00000000,15893.00000000,16174.00000000,4029.00000000,15683.00000000,MWh
2018-09-22,日,157046.00000000,100067.00000000,19150.00000000,19038.00000000,14910.00000000,14969.00000000,4086.00000000,15447.00000000,MWh
2018-09-23,日,144271.00000000,88013.00000000,18440.00000000,18665.00000000,12805.00000000,12731.00000000,3936.00000000,15226.00000000,MWh
2018-09-24,日,116240.00000000,72578.00000000,16639.00000000,17594.00000000,11095.00000000,10272.00000000,3716.00000000,13926.00000000,MWh
2018-09-25,日,150366.00000000,93701.00000000,19240.00000000,18496.00000000,14532.00000000,15152.00000000,4063.00000000,15234.00000000,MWh
2018-09-26,日,156270.00000000,98014.00000000,19496.00000000,19077.00000000,14761.00000000,15281.00000000,4130.00000000,14831.00000000,MWh
2018-09-27,日,154820.00000000,97968.00000000,17811.00000000,19369.00000000,14806.00000000,15223.00000000,4130.00000000,15169.00000000,MWh
2018-09-28,日,148435.00000000,92517.00000000,17577.00000000,19260.00000000,13210.00000000,14561.00000000,3944.00000000,15331.00000000,MWh
2018-09-29,日,144316.00000000,89126.00000000,18131.00000000,18883.00000000,12637.00000000,13681.00000000,3855.00000000,15016.00000000,MWh
2018-09-30,日,137450.00000000,81742.00000000,17797.00000000,18808.00000000,11693.00000000,12243.00000000,3756.00000000,14928.00000000,MWh
2018-10-01,日,110082.00000000,58279.00000000,16937.00000000,18026.00000000,8808.00000000,8350.00000000,3642.00000000,14608.00000000,MWh
2018-10-02,日,115243.00000000,59721.00000000,17301.00000000,18567.00000000,8994.00000000,7893.00000000,3788.00000000,14908.00000000,MWh
2018-10-03,日,121380.00000000,64540.00000000,17537.00000000,19122.00000000,9415.00000000,8259.00000000,3785.00000000,15382.00000000,MWh
2018-10-04,日,134009.00000000,76901.00000000,17948.00000000,19319.00000000,10283.00000000,10407.00000000,3855.00000000,15778.00000000,MWh
2018-10-05,日,137498.00000000,79867.00000000,18320.00000000,18963.00000000,10687.00000000,10943.00000000,3874.00000000,16093.00000000,MWh
2018-10-06,日,140371.00000000,81849.00000000,18611.00000000,19227.00000000,10931.00000000,11513.00000000,3891.00000000,16476.00000000,MWh
2018-10-07,日,139552.00000000,80838.00000000,18373.00000000,19498.00000000,11159.00000000,11424.00000000,3896.00000000,16540.00000000,MWh
2018-10-08,日,152202.00000000,92202.00000000,18943.00000000,19588.00000000,13294.00000000,14254.00000000,4040.00000000,16706.00000000,MWh
2018-10-09,日,153219.00000000,93352.00000000,18665.00000000,20008.00000000,13539.00000000,14317.00000000,4085.00000000,16690.00000000,MWh
2018-10-10,日,147985.00000000,89582.00000000,17875.00000000,20404.00000000,12413.00000000,13877.00000000,4007.00000000,17310.00000000,MWh
2018-10-11,日,142570.00000000,82674.00000000,18003.00000000,20333.00000000,11393.00000000,12085.00000000,3881.00000000,17368.00000000,MWh
2018-10-12,日,142549.00000000,82767.00000000,18240.00000000,20301.00000000,11458.00000000,12178.00000000,3877.00000000,17350.00000000,MWh
2018-10-13,日,141198.00000000,81294.00000000,18186.00000000,19915.00000000,11075.00000000,11554.00000000,3955.00000000,17510.00000000,MWh
2018-10-14,日,134848.00000000,74487.00000000,17869.00000000,19775.00000000,10648.00000000,10022.00000000,4012.00000000,17591.00000000,MWh
2018-10-15,日,147444.00000000,87670.00000000,18308.00000000,20183.00000000,12201.00000000,13497.00000000,4183.00000000,17527.00000000,MWh
2018-10-16,日,142853.00000000,83630.00000000,18035.00000000,19811.00000000,11608.00000000,12776.00000000,4191.00000000,17363.00000000,MWh
2018-10-17,日,140939.00000000,81675.00000000,17669.00000000,19980.00000000,11378.00000000,12184.00000000,4094.00000000,17300.00000000,MWh
2018-10-18,日,142546.00000000,82483.00000000,18178.00000000,20075.00000000,11480.00000000,11960.00000000,4028.00000000,17695.00000000,MWh
2018-10-19,日,144418.00000000,83609.00000000,18110.00000000,20108.00000000,11733.00000000,12283.00000000,4102.00000000,17787.00000000,MWh
2018-10-20,日,140964.00000000,81525.00000000,18038.00000000,19907.00000000,11211.00000000,11592.00000000,4043.00000000,17524.00000000,MWh
2018-10-21,日,133803.00000000,73978.00000000,17794.00000000,19880.00000000,10777.00000000,10090.00000000,3986.00000000,17632.00000000,MWh
2018-10-22,日,146567.00000000,86961.00000000,18114.00000000,20406.00000000,12340.00000000,13104.00000000,4094.00000000,17911.00000000,MWh
2018-10-23,日,145341.00000000,84965.00000000,17560.00000000,20673.00000000,11823.00000000,12770.00000000,4104.00000000,17955.00000000,MWh
2018-10-24,日,145205.00000000,85496.00000000,17639.00000000,20096.00000000,11814.00000000,12891.00000000,4117.00000000,17866.00000000,MWh
2018-10-25,日,147050.00000000,87655.00000000,17487.00000000,20311.00000000,12350.00000000,13870.00000000,4197.00000000,17892.00000000,MWh
2018-10-26,日,147543.00000000,87940.00000000,17706.00000000,20326.00000000,12396.00000000,13360.00000000,4165.00000000,17778.00000000,MWh
2018-10-27,日,139948.00000000,81227.00000000,17604.00000000,20251.00000000,11147.00000000,11721.00000000,4052.00000000,17746.00000000,MWh
2018-10-28,日,131992.00000000,71561.00000000,17053.00000000,20280.00000000,10268.00000000,9591.00000000,3953.00000000,17946.00000000,MWh
2018-10-29,日,143228.00000000,82560.00000000,18031.00000000,20682.00000000,11590.00000000,12247.00000000,3997.00000000,18330.00000000,MWh
2018-10-30,日,143221.00000000,81851.00000000,18197.00000000,21202.00000000,11454.00000000,12201.00000000,3966.00000000,18310.00000000,MWh
2018-10-31,日,139416.00000000,79339.00000000,18220.00000000,20201.00000000,11152.00000000,11774.00000000,3927.00000000,18039.00000000,MWh
2018-11-01,日,140858.00000000,78003.00000000,18415.00000000,20599.00000000,10978.00000000,11755.00000000,3959.00000000,18093.00000000,MWh
2018-11-02,日,141970.00000000,80716.00000000,18662.00000000,19757.00000000,11125.00000000,11598.00000000,4019.00000000,18219.00000000,MWh
2018-11-03,日,137771.00000000,77785.00000000,18626.00000000,19756.00000000,10600.00000000,10769.00000000,4039.00000000,17887.00000000,MWh
2018-11-04,日,132022.00000000,70717.00000000,18456.00000000,19761.00000000,10301.00000000,9467.00000000,4025.00000000,18490.00000000,MWh
2018-11-05,日,147200.00000000,84834.00000000,19025.00000000,20124.00000000,11790.00000000,12623.00000000,4170.00000000,18789.00000000,MWh
2018-11-06,日,147783.00000000,86064.00000000,18978.00000000,20105.00000000,11986.00000000,12901.00000000,4223.00000000,19310.00000000,MWh
2018-11-07,日,150545.00000000,86771.00000000,19370.00000000,20299.00000000,11883.00000000,13113.00000000,4238.00000000,19871.00000000,MWh
2018-11-08,日,146932.00000000,84644.00000000,19143.00000000,20104.00000000,11512.00000000,12878.00000000,4205.00000000,19159.00000000,MWh
2018-11-09,日,145057.00000000,83919.00000000,19354.00000000,19871.00000000,11529.00000000,12428.00000000,4112.00000000,18617.00000000,MWh
2018-11-10,日,140906.00000000,81802.00000000,19167.00000000,19567.00000000,11127.00000000,11523.00000000,4161.00000000,18449.00000000,MWh
2018-11-11,日,133823.00000000,72933.00000000,18656.00000000,19619.00000000,10542.00000000,9860.00000000,4127.00000000,18757.00000000,MWh
2018-11-12,日,148059.00000000,86462.00000000,19251.00000000,20079.00000000,12069.00000000,12856.00000000,4209.00000000,19156.00000000,MWh
2018-11-13,日,145547.00000000,84901.00000000,19137.00000000,19958.00000000,11775.00000000,12571.00000000,4158.00000000,18993.00000000,MWh
2018-11-14,日,147094.00000000,85817.00000000,18765.00000000,19887.00000000,11949.00000000,12529.00000000,4242.00000000,19267.00000000,MWh
2018-11-15,日,147120.00000000,85606.00000000,18775.00000000,20137.00000000,11846.00000000,12327.00000000,4265.00000000,19560.00000000,MWh
2018-11-16,日,146703.00000000,85747.00000000,18346.00000000,20115.00000000,11783.00000000,12694.00000000,4277.00000000,19504.00000000,MWh
2018-11-17,日,141866.00000000,80973.00000000,18207.00000000,19752.00000000,10643.00000000,11354.00000000,4287.00000000,19298.00000000,MWh
2018-11-18,日,135168.00000000,73054.00000000,18212.00000000,19991.00000000,10192.00000000,9736.00000000,4281.00000000,19754.00000000,MWh
2018-11-19,日,144305.00000000,81935.00000000,18923.00000000,19999.00000000,11244.00000000,11996.00000000,4245.00000000,19848.00000000,MWh
2018-11-20,日,144651.00000000,82979.00000000,18774.00000000,20072.00000000,11296.00000000,12067.00000000,4327.00000000,20115.00000000,MWh
2018-11-21,日,149130.00000000,85412.00000000,19892.00000000,20495.00000000,11392.00000000,12620.00000000,4388.00000000,20716.00000000,MWh
2018-11-22,日,145976.00000000,81160.00000000,19512.00000000,20132.00000000,11219.00000000,11416.00000000,4118.00000000,20779.00000000,MWh
2018-11-23,日,142977.00000000,80229.00000000,19380.00000000,20160.00000000,10997.00000000,11403.00000000,4057.00000000,19593.00000000,MWh
2018-11-24,日,141663.00000000,78047.00000000,19762.00000000,20091.00000000,10700.00000000,10746.00000000,4099.00000000,20342.00000000,MWh
2018-11-25,日,132521.00000000,72591.00000000,19182.00000000,19884.00000000,10296.00000000,9099.00000000,3965.00000000,19443.00000000,MWh
2018-11-26,日,143930.00000000,79963.00000000,19914.00000000,20317.00000000,11272.00000000,11312.00000000,4082.00000000,19721.00000000,MWh
2018-11-27,日,145202.00000000,81700.00000000,19662.00000000,20013.00000000,11259.00000000,11364.00000000,4028.00000000,19793.00000000,MWh
2018-11-28,日,143841.00000000,81461.00000000,19648.00000000,20059.00000000,11248.00000000,11402.00000000,3996.00000000,19260.00000000,MWh
2018-11-29,日,144514.00000000,80165.00000000,19994.00000000,21411.00000000,11191.00000000,11370.00000000,4054.00000000,19109.00000000,MWh
2018-11-30,日,141852.00000000,78855.00000000,19722.00000000,20057.00000000,10997.00000000,11178.00000000,4075.00000000,19573.00000000,MWh
2018-12-01,日,136452.00000000,74902.00000000,19377.00000000,19683.00000000,10450.00000000,10313.00000000,4105.00000000,18968.00000000,MWh
2018-12-02,日,131622.00000000,70078.00000000,19296.00000000,20093.00000000,10117.00000000,9120.00000000,4089.00000000,18476.00000000,MWh
2018-12-03,日,146329.00000000,82959.00000000,19757.00000000,20545.00000000,11616.00000000,12102.00000000,4200.00000000,18817.00000000,MWh
2018-12-04,日,148100.00000000,84860.00000000,19914.00000000,20088.00000000,11982.00000000,12411.00000000,4235.00000000,19484.00000000,MWh
2018-12-05,日,147474.00000000,84602.00000000,19859.00000000,20297.00000000,11819.00000000,12207.00000000,4276.00000000,19579.00000000,MWh
2018-12-06,日,151245.00000000,85544.00000000,20315.00000000,20839.00000000,12161.00000000,12201.00000000,4316.00000000,21253.00000000,MWh
2018-12-07,日,151681.00000000,83057.00000000,20925.00000000,21225.00000000,11106.00000000,11608.00000000,4213.00000000,22865.00000000,MWh
2018-12-08,日,147669.00000000,79801.00000000,21795.00000000,19984.00000000,10849.00000000,10427.00000000,4048.00000000,22120.00000000,MWh
2018-12-09,日,144739.00000000,74421.00000000,22352.00000000,20610.00000000,10807.00000000,9312.00000000,3920.00000000,23604.00000000,MWh
2018-12-10,日,154130.00000000,83980.00000000,22671.00000000,20285.00000000,11699.00000000,11382.00000000,4073.00000000,23274.00000000,MWh
2018-12-11,日,156266.00000000,84253.00000000,23059.00000000,20940.00000000,11827.00000000,11427.00000000,4062.00000000,24094.00000000,MWh
2018-12-12,日,158031.00000000,86123.00000000,23618.00000000,21023.00000000,12234.00000000,11614.00000000,4164.00000000,24201.00000000,MWh
2018-12-13,日,158515.00000000,86253.00000000,23920.00000000,20696.00000000,12268.00000000,11605.00000000,4191.00000000,24014.00000000,MWh
2018-12-14,日,156193.00000000,84668.00000000,23431.00000000,21086.00000000,11775.00000000,11395.00000000,4157.00000000,23083.00000000,MWh
2018-12-15,日,148863.00000000,79003.00000000,22986.00000000,20745.00000000,10888.00000000,10477.00000000,4164.00000000,23272.00000000,MWh
2018-12-16,日,142068.00000000,72930.00000000,22071.00000000,21203.00000000,10408.00000000,9158.00000000,4101.00000000,22571.00000000,MWh
2018-12-17,日,150352.00000000,82589.00000000,21399.00000000,21102.00000000,11481.00000000,11185.00000000,4160.00000000,21902.00000000,MWh
2018-12-18,日,148962.00000000,82580.00000000,20819.00000000,20489.00000000,11570.00000000,11156.00000000,4070.00000000,21396.00000000,MWh
2018-12-19,日,149790.00000000,82793.00000000,21156.00000000,20687.00000000,11777.00000000,11290.00000000,4183.00000000,21780.00000000,MWh
2018-12-20,日,148650.00000000,83696.00000000,21306.00000000,19868.00000000,11550.00000000,11453.00000000,4191.00000000,20859.00000000,MWh
2018-12-21,日,148111.00000000,83111.00000000,20662.00000000,20467.00000000,11519.00000000,11522.00000000,4125.00000000,21018.00000000,MWh
2018-12-22,日,140275.00000000,77551.00000000,19325.00000000,20509.00000000,10570.00000000,10701.00000000,4081.00000000,20960.00000000,MWh
2018-12-23,日,138284.00000000,73877.00000000,20315.00000000,20514.00000000,10322.00000000,9228.00000000,4069.00000000,21630.00000000,MWh
2018-12-24,日,149638.00000000,82658.00000000,20995.00000000,20545.00000000,11426.00000000,11040.00000000,4148.00000000,21692.00000000,MWh
2018-12-25,日,150838.00000000,82643.00000000,20882.00000000,20213.00000000,11385.00000000,11174.00000000,4223.00000000,22076.00000000,MWh
2018-12-26,日,150132.00000000,82480.00000000,21172.00000000,20095.00000000,11446.00000000,11305.00000000,4202.00000000,22287.00000000,MWh
2018-12-27,日,150869.00000000,82115.00000000,21659.00000000,20424.00000000,11315.00000000,11122.00000000,4183.00000000,22811.00000000,MWh
2018-12-28,日,152868.00000000,82090.00000000,22875.00000000,20641.00000000,11331.00000000,10731.00000000,4140.00000000,24558.00000000,MWh
2018-12-29,日,153505.00000000,82158.00000000,23831.00000000,21019.00000000,11476.00000000,10317.00000000,4121.00000000,24132.00000000,MWh
2018-12-30,日,149678.00000000,78806.00000000,24620.00000000,20240.00000000,11159.00000000,9380.00000000,4144.00000000,22367.00000000,MWh
2018-12-31,日,143250.00000000,73379.00000000,24261.00000000,20267.00000000,11052.00000000,8464.00000000,4255.00000000,22435.00000000,MWh
2019-01-01,日,132498.00000000,63752.00000000,23038.00000000,19987.00000000,10591.00000000,7968.00000000,4104.00000000,22380.00000000,MWh
2019-01-02,日,159055.00000000,86426.00000000,23934.00000000,20932.00000000,12943.00000000,11344.00000000,4390.00000000,23292.00000000,MWh
2019-01-03,日,158875.00000000,86227.00000000,24327.00000000,21175.00000000,12430.00000000,11552.00000000,4402.00000000,22987.00000000,MWh
2019-01-04,日,156979.00000000,85308.00000000,23626.00000000,20657.00000000,12135.00000000,11281.00000000,4331.00000000,22494.00000000,MWh
2019-01-05,日,154067.00000000,83175.00000000,23177.00000000,20431.00000000,11750.00000000,10800.00000000,4353.00000000,22350.00000000,MWh
2019-01-06,日,146866.00000000,77829.00000000,22789.00000000,20421.00000000,11244.00000000,9669.00000000,4214.00000000,21812.00000000,MWh
2019-01-07,日,154760.00000000,83941.00000000,22900.00000000,20535.00000000,12054.00000000,11250.00000000,4230.00000000,22360.00000000,MWh
2019-01-08,日,155883.00000000,84120.00000000,23405.00000000,21688.00000000,12086.00000000,11229.00000000,4164.00000000,22909.00000000,MWh
2019-01-09,日,153805.00000000,83479.00000000,23522.00000000,20010.00000000,11915.00000000,11243.00000000,4252.00000000,22332.00000000,MWh
2019-01-10,日,151409.00000000,82205.00000000,22891.00000000,20262.00000000,11478.00000000,11250.00000000,4221.00000000,22134.00000000,MWh
2019-01-11,日,150387.00000000,81635.00000000,22454.00000000,19883.00000000,11265.00000000,11275.00000000,4218.00000000,22065.00000000,MWh
2019-01-12,日,145897.00000000,78888.00000000,21630.00000000,19515.00000000,10807.00000000,10729.00000000,4193.00000000,21115.00000000,MWh
2019-01-13,日,138746.00000000,72486.00000000,21321.00000000,19373.00000000,10378.00000000,9544.00000000,4111.00000000,21515.00000000,MWh
2019-01-14,日,140630.00000000,71736.00000000,22050.00000000,21778.00000000,10664.00000000,10455.00000000,4309.00000000,22197.00000000,MWh
2019-01-15,日,149587.00000000,79507.00000000,22101.00000000,20775.00000000,11244.00000000,11076.00000000,4135.00000000,22823.00000000,MWh
2019-01-16,日,149537.00000000,79772.00000000,22649.00000000,20799.00000000,11325.00000000,10989.00000000,4068.00000000,22663.00000000,MWh
2019-01-17,日,146221.00000000,78452.00000000,21811.00000000,20296.00000000,11110.00000000,10774.00000000,4069.00000000,22458.00000000,MWh
2019-01-18,日,142640.00000000,76519.00000000,20938.00000000,19918.00000000,10835.00000000,10608.00000000,4112.00000000,21660.00000000,MWh
2019-01-19,日,139116.00000000,73622.00000000,20471.00000000,19786.00000000,10246.00000000,10210.00000000,4116.00000000,21364.00000000,MWh
2019-01-20,日,134635.00000000,68269.00000000,20560.00000000,19836.00000000,9793.00000000,9385.00000000,3979.00000000,21903.00000000,MWh
2019-01-21,日,142071.00000000,73660.00000000,22037.00000000,20583.00000000,10575.00000000,10464.00000000,4062.00000000,22288.00000000,MWh
2019-01-22,日,138180.00000000,71916.00000000,20582.00000000,20290.00000000,10358.00000000,10247.00000000,4092.00000000,22001.00000000,MWh
2019-01-23,日,133199.00000000,69795.00000000,20271.00000000,19189.00000000,10142.00000000,9944.00000000,4004.00000000,21100.00000000,MWh
2019-01-24,日,129213.00000000,66806.00000000,19882.00000000,18949.00000000,9760.00000000,9602.00000000,3990.00000000,20792.00000000,MWh
2019-01-25,日,124715.00000000,62970.00000000,19022.00000000,19037.00000000,9309.00000000,9145.00000000,3976.00000000,20717.00000000,MWh
2019-01-26,日,119456.00000000,58823.00000000,18838.00000000,18605.00000000,8710.00000000,8320.00000000,3949.00000000,19970.00000000,MWh
2019-01-27,日,114312.00000000,54749.00000000,18222.00000000,17910.00000000,8259.00000000,7614.00000000,3924.00000000,19477.00000000,MWh
2019-01-28,日,112082.00000000,54232.00000000,17565.00000000,17646.00000000,8331.00000000,7605.00000000,3944.00000000,19800.00000000,MWh
2019-01-29,日,108032.00000000,51594.00000000,17407.00000000,17064.00000000,8051.00000000,7196.00000000,3932.00000000,19025.00000000,MWh
2019-01-30,日,104417.00000000,48745.00000000,16874.00000000,17112.00000000,7703.00000000,6556.00000000,3876.00000000,18415.00000000,MWh
2019-01-31,日,100321.00000000,45915.00000000,17002.00000000,16263.00000000,7239.00000000,6503.00000000,3777.00000000,18356.00000000,MWh
2019-02-01,日,95757.00000000,43331.00000000,16514.00000000,15626.00000000,6728.00000000,5412.00000000,3739.00000000,17404.00000000,MWh
2019-02-02,日,90450.00000000,40866.00000000,15744.00000000,15133.00000000,6228.00000000,5024.00000000,3751.00000000,15516.00000000,MWh
2019-02-03,日,87286.00000000,38917.00000000,14801.00000000,14717.00000000,5875.00000000,4640.00000000,3641.00000000,15697.00000000,MWh
2019-02-04,日,81927.00000000,35583.00000000,14293.00000000,15218.00000000,5308.00000000,4011.00000000,3458.00000000,16127.00000000,MWh
2019-02-05,日,77603.00000000,35437.00000000,13750.00000000,13714.00000000,5257.00000000,4094.00000000,3435.00000000,13532.00000000,MWh
2019-02-06,日,76821.00000000,35198.00000000,13373.00000000,14005.00000000,5248.00000000,4231.00000000,3458.00000000,12849.00000000,MWh
2019-02-07,日,79422.00000000,36206.00000000,13598.00000000,13872.00000000,5377.00000000,4337.00000000,3609.00000000,13340.00000000,MWh
2019-02-08,日,82681.00000000,37340.00000000,14166.00000000,14022.00000000,5565.00000000,4550.00000000,3643.00000000,14589.00000000,MWh
2019-02-09,日,86857.00000000,38860.00000000,15357.00000000,14302.00000000,5741.00000000,4772.00000000,3740.00000000,15571.00000000,MWh
2019-02-10,日,92279.00000000,40638.00000000,16585.00000000,14848.00000000,6062.00000000,5195.00000000,3739.00000000,17125.00000000,MWh
2019-02-11,日,100245.00000000,45331.00000000,18114.00000000,15681.00000000,6865.00000000,5990.00000000,3757.00000000,18016.00000000,MWh
2019-02-12,日,104371.00000000,49027.00000000,17871.00000000,15986.00000000,7526.00000000,6936.00000000,3787.00000000,17780.00000000,MWh
2019-02-13,日,108138.00000000,52557.00000000,18059.00000000,16129.00000000,8131.00000000,7626.00000000,3808.00000000,17802.00000000,MWh
2019-02-14,日,112894.00000000,56338.00000000,17785.00000000,16485.00000000,8510.00000000,8689.00000000,3883.00000000,18053.00000000,MWh
2019-02-15,日,118358.00000000,59834.00000000,18226.00000000,17209.00000000,9046.00000000,9236.00000000,3872.00000000,19194.00000000,MWh
2019-02-16,日,120918.00000000,61126.00000000,18877.00000000,17072.00000000,9100.00000000,9055.00000000,3886.00000000,19420.00000000,MWh
2019-02-17,日,120323.00000000,59109.00000000,19305.00000000,17286.00000000,8787.00000000,8315.00000000,3831.00000000,20165.00000000,MWh
2019-02-18,日,127100.00000000,65911.00000000,19106.00000000,17760.00000000,9829.00000000,9719.00000000,3854.00000000,20824.00000000,MWh
2019-02-19,日,123219.00000000,64172.00000000,17968.00000000,17791.00000000,9592.00000000,9708.00000000,3743.00000000,19931.00000000,MWh
2019-02-20,日,132430.00000000,70530.00000000,18703.00000000,18175.00000000,10715.00000000,10445.00000000,3997.00000000,20464.00000000,MWh
2019-02-21,日,133407.00000000,72346.00000000,19550.00000000,18197.00000000,10731.00000000,10537.00000000,4012.00000000,20741.00000000,MWh
2019-02-22,日,133553.00000000,71656.00000000,19596.00000000,18360.00000000,10537.00000000,10201.00000000,3872.00000000,20740.00000000,MWh
2019-02-23,日,136061.00000000,73729.00000000,19980.00000000,18458.00000000,10388.00000000,9946.00000000,3910.00000000,21050.00000000,MWh
2019-02-24,日,128662.00000000,67022.00000000,19422.00000000,18252.00000000,10030.00000000,8847.00000000,3850.00000000,20831.00000000,MWh
2019-02-25,日,138821.00000000,76260.00000000,20010.00000000,18552.00000000,11416.00000000,10592.00000000,3972.00000000,20658.00000000,MWh
2019-02-26,日,139135.00000000,77073.00000000,19985.00000000,18617.00000000,11389.00000000,10544.00000000,3976.00000000,20246.00000000,MWh
2019-02-27,日,139439.00000000,77723.00000000,19733.00000000,18471.00000000,11427.00000000,10719.00000000,4027.00000000,20500.00000000,MWh
2019-02-28,日,139147.00000000,77899.00000000,19550.00000000,18963.00000000,11212.00000000,10848.00000000,4056.00000000,20131.00000000,MWh
2019-03-01,日,138170.00000000,76827.00000000,19240.00000000,18511.00000000,11022.00000000,10759.00000000,4090.00000000,19838.00000000,MWh
2019-03-02,日,137424.00000000,77196.00000000,19027.00000000,18443.00000000,10886.00000000,10154.00000000,4104.00000000,19821.00000000,MWh
2019-03-03,日,128028.00000000,68031.00000000,18366.00000000,18777.00000000,10069.00000000,8867.00000000,4046.00000000,19117.00000000,MWh
2019-03-04,日,139583.00000000,78415.00000000,18832.00000000,19151.00000000,11327.00000000,10842.00000000,4056.00000000,19137.00000000,MWh
