时间,时间维度,南方电网,广东,广西,云南,海南,贵州,指标单位
"2017-04-22	",日,"492528.00000000	","445092.00000000	","47436.00000000	","278708.00000000	","0.00000000	","97470.00000000	","MWh	"
"2017-07-29	",日,"848765.00000000	","736545.00000000	","112220.00000000	","515094.00000000	","0.00000000	","171427.00000000	","MWh	"
"2017-07-31	",日,"795040.00000000	","680259.00000000	","114781.00000000	","467672.00000000	","0.00000000	","163940.00000000	","MWh	"
"2017-08-01	",日,"820683.00000000	","706268.00000000	","114415.00000000	","497968.00000000	","0.00000000	","176705.00000000	","MWh	"
"2017-08-02	",日,"836988.00000000	","722719.00000000	","114269.00000000	","523847.00000000	","0.00000000	","170640.00000000	","MWh	"
"2017-08-03	",日,"835156.00000000	","720338.00000000	","114818.00000000	","525526.00000000	","0.00000000	","161574.00000000	","MWh	"
"2017-08-04	",日,"840253.00000000	","726500.00000000	","113753.00000000	","530600.00000000	","0.00000000	","160563.00000000	","MWh	"
"2017-08-05	",日,"827173.00000000	","714484.00000000	","112689.00000000	","519670.00000000	","0.00000000	","163878.00000000	","MWh	"
"2017-08-06	",日,"823498.00000000	","713175.00000000	","110323.00000000	","518066.00000000	","0.00000000	","161645.00000000	","MWh	"
"2017-08-07	",日,"821674.00000000	","708692.00000000	","112982.00000000	","508428.00000000	","0.00000000	","163675.00000000	","MWh	"
"2017-08-08	",日,"890288.00000000	","775973.00000000	","114315.00000000	","571157.00000000	","0.00000000	","165729.00000000	","MWh	"
"2017-08-09	",日,"889983.00000000	","775702.00000000	","114281.00000000	","573976.00000000	","0.00000000	","166163.00000000	","MWh	"
"2017-08-10	",日,"886358.00000000	","770874.00000000	","115484.00000000	","567787.00000000	","0.00000000	","165994.00000000	","MWh	"
"2017-08-11	",日,"882142.00000000	","759355.00000000	","122787.00000000	","548866.00000000	","0.00000000	","166001.00000000	","MWh	"
"2017-08-12	",日,"892181.00000000	","769110.00000000	","123071.00000000	","557896.00000000	","0.00000000	","167527.00000000	","MWh	"
"2017-08-13	",日,"858973.00000000	","739626.00000000	","119347.00000000	","539486.00000000	","0.00000000	","165942.00000000	","MWh	"
"2017-08-14	",日,"868896.00000000	","746635.00000000	","122261.00000000	","537433.00000000	","0.00000000	","165957.00000000	","MWh	"
"2017-08-15	",日,"889870.00000000	","767718.00000000	","122152.00000000	","559268.00000000	","0.00000000	","165341.00000000	","MWh	"
"2017-08-16	",日,"870598.00000000	","760480.00000000	","110118.00000000	","550347.00000000	","0.00000000	","165875.00000000	","MWh	"
"2017-08-17	",日,"869013.00000000	","758590.00000000	","110423.00000000	","545463.00000000	","0.00000000	","166306.00000000	","MWh	"
"2017-08-18	",日,"864671.00000000	","753559.00000000	","111112.00000000	","543413.00000000	","0.00000000	","166216.00000000	","MWh	"
"2017-08-19	",日,"877828.00000000	","759967.00000000	","117861.00000000	","559681.00000000	","0.00000000	","166127.00000000	","MWh	"
"2017-08-20	",日,"844666.00000000	","728280.00000000	","116386.00000000	","523288.00000000	","0.00000000	","166209.00000000	","MWh	"
"2017-08-21	",日,"863523.00000000	","745804.00000000	","117719.00000000	","539731.00000000	","0.00000000	","166081.00000000	","MWh	"
"2017-08-22	",日,"904036.00000000	","786655.00000000	","117381.00000000	","573979.00000000	","0.00000000	","167539.00000000	","MWh	"
"2017-08-23	",日,"677313.00000000	","563583.00000000	","113730.00000000	","369053.00000000	","0.00000000	","130467.00000000	","MWh	"
"2017-08-24	",日,"715757.00000000	","610480.00000000	","105277.00000000	","398903.00000000	","0.00000000	","152235.00000000	","MWh	"
"2017-08-25	",日,"786582.00000000	","667140.00000000	","119442.00000000	","455714.00000000	","0.00000000	","167641.00000000	","MWh	"
"2017-08-26	",日,"793706.00000000	","675087.00000000	","118619.00000000	","462882.00000000	","0.00000000	","167500.00000000	","MWh	"
"2017-08-27	",日,"629450.00000000	","509639.00000000	","119811.00000000	","330040.00000000	","0.00000000	","122518.00000000	","MWh	"
"2017-08-28	",日,"655921.00000000	","541780.00000000	","114141.00000000	","367515.00000000	","0.00000000	","125137.00000000	","MWh	"
"2017-08-29	",日,"787711.00000000	","666933.00000000	","120778.00000000	","453329.00000000	","0.00000000	","166165.00000000	","MWh	"
"2017-08-30	",日,"818576.00000000	","696748.00000000	","121828.00000000	","474534.00000000	","0.00000000	","163883.00000000	","MWh	"
"2017-08-31	",日,"834306.00000000	","708731.00000000	","125575.00000000	","497171.00000000	","0.00000000	","156393.00000000	","MWh	"
"2017-09-01	",日,"839317.00000000	","720950.00000000	","118367.00000000	","488304.00000000	","0.00000000	","167915.00000000	","MWh	"
"2017-09-02	",日,"705018.00000000	","601073.00000000	","103945.00000000	","397534.00000000	","0.00000000	","142883.00000000	","MWh	"
"2017-09-03	",日,"662020.00000000	","563879.00000000	","98141.00000000	","368857.00000000	","0.00000000	","129290.00000000	","MWh	"
"2017-09-04	",日,"760714.00000000	","655136.00000000	","105578.00000000	","458202.00000000	","0.00000000	","127544.00000000	","MWh	"
"2017-09-05	",日,"798508.00000000	","676281.00000000	","122227.00000000	","442001.00000000	","0.00000000	","167349.00000000	","MWh	"
"2017-09-06	",日,"792107.00000000	","679416.00000000	","112691.00000000	","467172.00000000	","0.00000000	","136531.00000000	","MWh	"
"2017-09-07	",日,"817759.00000000	","704649.00000000	","113110.00000000	","466698.00000000	","0.00000000	","162605.00000000	","MWh	"
"2017-09-08	",日,"825372.00000000	","711783.00000000	","113589.00000000	","490664.00000000	","0.00000000	","163683.00000000	","MWh	"
"2017-09-09	",日,"829299.00000000	","711336.00000000	","117963.00000000	","516104.00000000	","0.00000000	","144314.00000000	","MWh	"
"2017-09-10	",日,"784724.00000000	","666551.00000000	","118173.00000000	","470615.00000000	","0.00000000	","144288.00000000	","MWh	"
"2017-09-11	",日,"799612.00000000	","679658.00000000	","119954.00000000	","487091.00000000	","0.00000000	","139387.00000000	","MWh	"
"2017-09-12	",日,"846386.00000000	","724488.00000000	","121898.00000000	","533244.00000000	","0.00000000	","143871.00000000	","MWh	"
"2017-09-13	",日,"870265.00000000	","749626.00000000	","120639.00000000	","561960.00000000	","0.00000000	","142321.00000000	","MWh	"
"2017-09-14	",日,"858324.00000000	","737572.00000000	","120752.00000000	","547977.00000000	","0.00000000	","142011.00000000	","MWh	"
"2017-09-15	",日,"841459.00000000	","720401.00000000	","121058.00000000	","538201.00000000	","0.00000000	","138363.00000000	","MWh	"
"2017-09-16	",日,"801022.00000000	","679074.00000000	","121948.00000000	","486283.00000000	","0.00000000	","141831.00000000	","MWh	"
"2017-09-17	",日,"792402.00000000	","671050.00000000	","121352.00000000	","477755.00000000	","0.00000000	","142439.00000000	","MWh	"
"2017-09-18	",日,"832004.00000000	","711457.00000000	","120547.00000000	","525807.00000000	","0.00000000	","142218.00000000	","MWh	"
"2017-09-19	",日,"834104.00000000	","713179.00000000	","120925.00000000	","522582.00000000	","0.00000000	","141690.00000000	","MWh	"
"2017-09-20	",日,"836912.00000000	","718931.00000000	","117981.00000000	","532991.00000000	","0.00000000	","140803.00000000	","MWh	"
"2017-09-21	",日,"859087.00000000	","741099.00000000	","117988.00000000	","554010.00000000	","0.00000000	","141997.00000000	","MWh	"
"2017-09-22	",日,"849159.00000000	","752001.00000000	","97158.00000000	","551460.00000000	","0.00000000	","142426.00000000	","MWh	"
"2017-09-23	",日,"849253.00000000	","748244.00000000	","101009.00000000	","539421.00000000	","0.00000000	","142529.00000000	","MWh	"
"2017-09-24	",日,"761468.00000000	","659220.00000000	","102248.00000000	","445800.00000000	","0.00000000	","143256.00000000	","MWh	"
"2017-09-25	",日,"818074.00000000	","716363.00000000	","101711.00000000	","505496.00000000	","0.00000000	","142502.00000000	","MWh	"
"2017-09-26	",日,"825283.00000000	","731094.00000000	","94189.00000000	","511809.00000000	","0.00000000	","143073.00000000	","MWh	"
"2017-09-27	",日,"831999.00000000	","735688.00000000	","96311.00000000	","514415.00000000	","0.00000000	","143004.00000000	","MWh	"
"2017-09-28	",日,"842487.00000000	","746700.00000000	","95787.00000000	","517665.00000000	","0.00000000	","143822.00000000	","MWh	"
"2017-09-29	",日,"836972.00000000	","741115.00000000	","95857.00000000	","513275.00000000	","0.00000000	","142871.00000000	","MWh	"
"2017-09-30	",日,"818180.00000000	","723144.00000000	","95036.00000000	","503594.00000000	","0.00000000	","135006.00000000	","MWh	"
"2017-10-01	",日,"505551.00000000	","435423.00000000	","70128.00000000	","325160.00000000	","0.00000000	","59404.00000000	","MWh	"
"2017-10-02	",日,"566962.00000000	","497365.00000000	","69597.00000000	","403432.00000000	","0.00000000	","50360.00000000	","MWh	"
"2017-10-03	",日,"555467.00000000	","471230.00000000	","84237.00000000	","378830.00000000	","0.00000000	","50359.00000000	","MWh	"
"2017-10-04	",日,"540260.00000000	","462926.00000000	","77334.00000000	","383097.00000000	","0.00000000	","37559.00000000	","MWh	"
"2017-10-05	",日,"634569.00000000	","539028.00000000	","95541.00000000	","429634.00000000	","0.00000000	","72772.00000000	","MWh	"
"2017-10-06	",日,"710791.00000000	","619331.00000000	","91460.00000000	","488617.00000000	","0.00000000	","77996.00000000	","MWh	"
"2017-10-07	",日,"746730.00000000	","661895.00000000	","84835.00000000	","522090.00000000	","0.00000000	","81254.00000000	","MWh	"
"2017-10-08	",日,"727298.00000000	","642505.00000000	","84793.00000000	","504215.00000000	","0.00000000	","81397.00000000	","MWh	"
"2017-10-09	",日,"793842.00000000	","704529.00000000	","89313.00000000	","540520.00000000	","0.00000000	","104595.00000000	","MWh	"
"2017-10-10	",日,"843147.00000000	","753216.00000000	","89931.00000000	","578458.00000000	","0.00000000	","126885.00000000	","MWh	"
"2017-10-11	",日,"820593.00000000	","731735.00000000	","88858.00000000	","550425.00000000	","0.00000000	","128097.00000000	","MWh	"
"2017-10-12	",日,"805775.00000000	","719133.00000000	","86642.00000000	","540098.00000000	","0.00000000	","127491.00000000	","MWh	"
"2017-10-13	",日,"754808.00000000	","681601.00000000	","73207.00000000	","531865.00000000	","0.00000000	","125733.00000000	","MWh	"
"2017-10-14	",日,"671507.00000000	","597311.00000000	","74196.00000000	","493780.00000000	","0.00000000	","66122.00000000	","MWh	"
"2017-10-15	",日,"626935.00000000	","550201.00000000	","76734.00000000	","444475.00000000	","0.00000000	","61518.00000000	","MWh	"
"2017-10-16	",日,"589234.00000000	","508065.00000000	","81169.00000000	","376738.00000000	","0.00000000	","82535.00000000	","MWh	"
"2017-10-17	",日,"565356.00000000	","493414.00000000	","71942.00000000	","366652.00000000	","0.00000000	","66567.00000000	","MWh	"
"2017-10-18	",日,"555926.00000000	","499236.00000000	","56690.00000000	","350418.00000000	","0.00000000	","66745.00000000	","MWh	"
"2017-10-19	",日,"565172.00000000	","508316.00000000	","56856.00000000	","357987.00000000	","0.00000000	","66688.00000000	","MWh	"
"2017-10-20	",日,"550750.00000000	","494135.00000000	","56615.00000000	","332619.00000000	","0.00000000	","66724.00000000	","MWh	"
"2017-10-21	",日,"563064.00000000	","506061.00000000	","57003.00000000	","344083.00000000	","0.00000000	","66738.00000000	","MWh	"
"2017-10-22	",日,"487333.00000000	","430016.00000000	","57317.00000000	","271665.00000000	","0.00000000	","60422.00000000	","MWh	"
"2017-10-23	",日,"520587.00000000	","466848.00000000	","53739.00000000	","314220.00000000	","0.00000000	","66590.00000000	","MWh	"
"2017-10-24	",日,"557160.00000000	","500398.00000000	","56762.00000000	","341421.00000000	","0.00000000	","66562.00000000	","MWh	"
"2017-10-25	",日,"586305.00000000	","529748.00000000	","56557.00000000	","361802.00000000	","0.00000000	","67624.00000000	","MWh	"
"2017-10-26	",日,"615397.00000000	","559139.00000000	","56258.00000000	","395917.00000000	","0.00000000	","66782.00000000	","MWh	"
"2017-10-27	",日,"675219.00000000	","618164.00000000	","57055.00000000	","451071.00000000	","0.00000000	","66299.00000000	","MWh	"
"2017-10-28	",日,"677737.00000000	","622736.00000000	","55001.00000000	","460374.00000000	","0.00000000	","66463.00000000	","MWh	"
"2017-10-29	",日,"617112.00000000	","567478.00000000	","49634.00000000	","413185.00000000	","0.00000000	","66254.00000000	","MWh	"
"2017-10-30	",日,"627238.00000000	","579440.00000000	","47798.00000000	","430544.00000000	","0.00000000	","66683.00000000	","MWh	"
"2017-10-31	",日,"637722.00000000	","589534.00000000	","48188.00000000	","448593.00000000	","0.00000000	","64133.00000000	","MWh	"
"2017-11-01	",日,"634692.00000000	","590843.00000000	","43849.00000000	","440278.00000000	","0.00000000	","66642.00000000	","MWh	"
"2017-11-02	",日,"633920.00000000	","587489.00000000	","46431.00000000	","431397.00000000	","0.00000000	","66420.00000000	","MWh	"
"2017-11-03	",日,"573416.00000000	","531151.00000000	","42265.00000000	","368959.00000000	","0.00000000	","66655.00000000	","MWh	"
"2017-11-04	",日,"544885.00000000	","501645.00000000	","43240.00000000	","343610.00000000	","0.00000000	","61576.00000000	","MWh	"
"2017-11-05	",日,"482100.00000000	","438845.00000000	","43255.00000000	","283056.00000000	","0.00000000	","57735.00000000	","MWh	"
"2017-11-06	",日,"516666.00000000	","473586.00000000	","43080.00000000	","312610.00000000	","0.00000000	","61791.00000000	","MWh	"
"2017-11-07	",日,"592929.00000000	","526981.00000000	","65948.00000000	","400856.00000000	","0.00000000	","61287.00000000	","MWh	"
"2017-11-08	",日,"587494.00000000	","521769.00000000	","65725.00000000	","396922.00000000	","0.00000000	","61509.00000000	","MWh	"
"2017-11-09	",日,"581410.00000000	","510629.00000000	","70781.00000000	","392169.00000000	","0.00000000	","61638.00000000	","MWh	"
"2017-11-10	",日,"596036.00000000	","517223.00000000	","78813.00000000	","399427.00000000	","0.00000000	","67312.00000000	","MWh	"
"2017-11-11	",日,"548605.00000000	","469559.00000000	","79046.00000000	","352065.00000000	","0.00000000	","66463.00000000	","MWh	"
"2017-11-12	",日,"510077.00000000	","430612.00000000	","79465.00000000	","312353.00000000	","0.00000000	","66498.00000000	","MWh	"
"2017-11-13	",日,"559430.00000000	","480387.00000000	","79043.00000000	","362014.00000000	","0.00000000	","68032.00000000	","MWh	"
"2017-11-14	",日,"582680.00000000	","504257.00000000	","78423.00000000	","393229.00000000	","0.00000000	","65936.00000000	","MWh	"
"2017-11-15	",日,"571054.00000000	","490378.00000000	","80676.00000000	","378989.00000000	","0.00000000	","66471.00000000	","MWh	"
"2017-11-16	",日,"586109.00000000	","504868.00000000	","81241.00000000	","394724.00000000	","0.00000000	","66520.00000000	","MWh	"
"2017-11-17	",日,"581197.00000000	","499843.00000000	","81354.00000000	","389892.00000000	","0.00000000	","66655.00000000	","MWh	"
"2017-11-18	",日,"574486.00000000	","502568.00000000	","71918.00000000	","388316.00000000	","0.00000000	","66492.00000000	","MWh	"
"2017-11-19	",日,"545889.00000000	","474174.00000000	","71715.00000000	","361142.00000000	","0.00000000	","62020.00000000	","MWh	"
"2017-11-20	",日,"538974.00000000	","455733.00000000	","83241.00000000	","351218.00000000	","0.00000000	","63551.00000000	","MWh	"
"2017-11-21	",日,"589525.00000000	","506075.00000000	","83450.00000000	","404061.00000000	","0.00000000	","62239.00000000	","MWh	"
"2017-11-22	",日,"610084.00000000	","528058.00000000	","82026.00000000	","426094.00000000	","0.00000000	","62281.00000000	","MWh	"
"2017-11-23	",日,"587410.00000000	","504261.00000000	","83149.00000000	","398668.00000000	","0.00000000	","62246.00000000	","MWh	"
"2017-11-24	",日,"595246.00000000	","507013.00000000	","88233.00000000	","413005.00000000	","0.00000000	","62300.00000000	","MWh	"
"2017-11-25	",日,"578283.00000000	","491921.00000000	","86362.00000000	","396225.00000000	","0.00000000	","62421.00000000	","MWh	"
"2017-11-26	",日,"480691.00000000	","396401.00000000	","84290.00000000	","292558.00000000	","0.00000000	","62293.00000000	","MWh	"
"2017-11-27	",日,"503618.00000000	","423666.00000000	","79952.00000000	","308312.00000000	","0.00000000	","70487.00000000	","MWh	"
"2017-11-28	",日,"512598.00000000	","436499.00000000	","76099.00000000	","320231.00000000	","0.00000000	","70104.00000000	","MWh	"
"2017-11-29	",日,"518867.00000000	","442878.00000000	","75989.00000000	","324781.00000000	","0.00000000	","70808.00000000	","MWh	"
"2017-11-30	",日,"512712.00000000	","436538.00000000	","76174.00000000	","315175.00000000	","0.00000000	","71627.00000000	","MWh	"
"2017-12-01	",日,"428172.00000000	","378807.00000000	","49365.00000000	","253656.00000000	","0.00000000	","68974.00000000	","MWh	"
"2017-12-02	",日,"462978.00000000	","418983.00000000	","43995.00000000	","275694.00000000	","0.00000000	","68497.00000000	","MWh	"
"2017-12-03	",日,"461775.00000000	","417380.00000000	","44395.00000000	","273692.00000000	","0.00000000	","68883.00000000	","MWh	"
"2017-12-04	",日,"429225.00000000	","388608.00000000	","40617.00000000	","244809.00000000	","0.00000000	","69298.00000000	","MWh	"
"2017-12-05	",日,"463458.00000000	","422429.00000000	","41029.00000000	","271525.00000000	","0.00000000	","68990.00000000	","MWh	"
"2017-12-06	",日,"464034.00000000	","414797.00000000	","49237.00000000	","252154.00000000	","0.00000000	","69118.00000000	","MWh	"
"2017-12-07	",日,"455301.00000000	","405716.00000000	","49585.00000000	","238957.00000000	","0.00000000	","73245.00000000	","MWh	"
"2017-12-10	",日,"380864.00000000	","336543.00000000	","44321.00000000	","179714.00000000	","0.00000000	","75142.00000000	","MWh	"
"2017-12-11	",日,"450752.00000000	","401180.00000000	","49572.00000000	","181495.00000000	","0.00000000	","73448.00000000	","MWh	"
"2017-12-12	",日,"387341.00000000	","336548.00000000	","50793.00000000	","179922.00000000	","0.00000000	","74697.00000000	","MWh	"
"2017-12-13	",日,"410913.00000000	","360289.00000000	","50624.00000000	","194132.00000000	","0.00000000	","75362.00000000	","MWh	"
"2017-12-14	",日,"424260.00000000	","370784.00000000	","53476.00000000	","210728.00000000	","0.00000000	","73182.00000000	","MWh	"
"2017-12-15	",日,"449892.00000000	","395315.00000000	","54577.00000000	","236420.00000000	","0.00000000	","73361.00000000	","MWh	"
"2017-12-16	",日,"413633.00000000	","363441.00000000	","50192.00000000	","219885.00000000	","0.00000000	","63015.00000000	","MWh	"
"2017-12-17	",日,"379274.00000000	","331840.00000000	","47434.00000000	","193192.00000000	","0.00000000	","60964.00000000	","MWh	"
"2017-12-18	",日,"423131.00000000	","376138.00000000	","46993.00000000	","233817.00000000	","0.00000000	","62608.00000000	","MWh	"
"2017-12-19	",日,"420398.00000000	","362698.00000000	","57700.00000000	","242363.00000000	","0.00000000	","43607.00000000	","MWh	"
"2017-12-20	",日,"416846.00000000	","358249.00000000	","58597.00000000	","240350.00000000	","0.00000000	","40983.00000000	","MWh	"
"2017-12-21	",日,"447452.00000000	","387917.00000000	","59535.00000000	","272565.00000000	","0.00000000	","40685.00000000	","MWh	"
"2017-12-22	",日,"409901.00000000	","350126.00000000	","59775.00000000	","232853.00000000	","0.00000000	","40376.00000000	","MWh	"
"2017-12-23	",日,"404518.00000000	","344835.00000000	","59683.00000000	","233499.00000000	","0.00000000	","40888.00000000	","MWh	"
"2017-12-24	",日,"364353.00000000	","304111.00000000	","60242.00000000	","190816.00000000	","0.00000000	","40895.00000000	","MWh	"
"2017-12-25	",日,"402799.00000000	","342477.00000000	","60322.00000000	","226538.00000000	","0.00000000	","40160.00000000	","MWh	"
"2017-12-26	",日,"398810.00000000	","339417.00000000	","59393.00000000	","219138.00000000	","0.00000000	","41056.00000000	","MWh	"
"2017-12-27	",日,"402338.00000000	","351450.00000000	","50888.00000000	","226254.00000000	","0.00000000	","40511.00000000	","MWh	"
"2017-12-28	",日,"380288.00000000	","320358.00000000	","59930.00000000	","209811.00000000	","0.00000000	","40677.00000000	","MWh	"
"2017-12-29	",日,"391893.00000000	","332392.00000000	","59501.00000000	","210621.00000000	","0.00000000	","40956.00000000	","MWh	"
"2017-12-30	",日,"375343.00000000	","317668.00000000	","57675.00000000	","201450.00000000	","0.00000000	","41033.00000000	","MWh	"
"2017-12-31	",日,"327984.00000000	","270135.00000000	","57849.00000000	","157923.00000000	","0.00000000	","40225.00000000	","MWh	"
"2018-01-01	",日,"251211.00000000	","207539.00000000	","43672.00000000	","131690.00000000	","0.00000000	","32174.00000000	","MWh	"
"2018-01-02	",日,"0.00000000	","295442.00000000	","47831.00000000	","206615.00000000	","0.00000000	","38937.00000000	","MWh	"
"2018-01-03	",日,"0.00000000	","316560.00000000	","54759.00000000	","222618.00000000	","0.00000000	","38865.00000000	","MWh	"
"2018-01-04	",日,"0.00000000	","325028.00000000	","54211.00000000	","230928.00000000	","0.00000000	","38877.00000000	","MWh	"
"2018-01-05	",日,"0.00000000	","324812.00000000	","59010.00000000	","237647.00000000	","0.00000000	","39009.00000000	","MWh	"
"2018-01-06	",日,"0.00000000	","331296.00000000	","57139.00000000	","230122.00000000	","0.00000000	","38869.00000000	","MWh	"
"2018-01-07	",日,"370132.00000000	","313107.00000000	","57025.00000000	","214533.00000000	","0.00000000	","38630.00000000	","MWh	"
"2018-01-08	",日,"0.00000000	","335652.00000000	","52154.00000000	","273680.00000000	","0.00000000	","38033.00000000	","MWh	"
"2018-01-09	",日,"0.00000000	","316094.00000000	","51829.00000000	","247886.00000000	","0.00000000	","33331.00000000	","MWh	"
"2018-01-10	",日,"0.00000000	","360409.00000000	","39006.00000000	","260452.00000000	","0.00000000	","33396.00000000	","MWh	"
"2018-01-11	",日,"0.00000000	","316903.00000000	","47767.00000000	","218499.00000000	","0.00000000	","38807.00000000	","MWh	"
"2018-01-12	",日,"0.00000000	","313936.00000000	","60295.00000000	","215571.00000000	","0.00000000	","38759.00000000	","MWh	"
"2018-01-13	",日,"0.00000000	","298164.00000000	","63599.00000000	","202738.00000000	","0.00000000	","38771.00000000	","MWh	"
"2018-01-14	",日,"0.00000000	","274472.00000000	","64779.00000000	","179539.00000000	","0.00000000	","38892.00000000	","MWh	"
"2018-01-15	",日,"0.00000000	","332706.00000000	","60906.00000000	","235802.00000000	","0.00000000	","39139.00000000	","MWh	"
"2018-01-16	",日,"0.00000000	","333082.00000000	","64794.00000000	","244380.00000000	","0.00000000	","39906.00000000	","MWh	"
"2018-01-17	",日,"0.00000000	","311243.00000000	","69553.00000000	","226534.00000000	","0.00000000	","39520.00000000	","MWh	"
"2018-01-18	",日,"380907.00000000	","316613.00000000	","64294.00000000	","232228.00000000	","0.00000000	","38816.00000000	","MWh	"
"2018-01-19	",日,"0.00000000	","309766.00000000	","68065.00000000	","230706.00000000	","0.00000000	","39006.00000000	","MWh	"
"2018-01-20	",日,"0.00000000	","288271.00000000	","68097.00000000	","207212.00000000	","0.00000000	","39248.00000000	","MWh	"
"2018-01-21	",日,"0.00000000	","255487.00000000	","67772.00000000	","174040.00000000	","0.00000000	","38848.00000000	","MWh	"
"2018-01-22	",日,"0.00000000	","301139.00000000	","68256.00000000	","215257.00000000	","0.00000000	","39024.00000000	","MWh	"
"2018-01-23	",日,"0.00000000	","287183.00000000	","68702.00000000	","204415.00000000	","0.00000000	","39213.00000000	","MWh	"
"2018-01-24	",日,"0.00000000	","284167.00000000	","68040.00000000	","201650.00000000	","0.00000000	","39284.00000000	","MWh	"
"2018-01-25	",日,"0.00000000	","279175.00000000	","64564.00000000	","211492.00000000	","0.00000000	","28958.00000000	","MWh	"
"2018-01-26	",日,"0.00000000	","265243.00000000	","65384.00000000	","208266.00000000	","0.00000000	","29011.00000000	","MWh	"
"2018-01-27	",日,"0.00000000	","278665.00000000	","70513.00000000	","207821.00000000	","0.00000000	","28952.00000000	","MWh	"
"2018-01-28	",日,"0.00000000	","250998.00000000	","67606.00000000	","185435.00000000	","0.00000000	","28850.00000000	","MWh	"
"2018-01-29	",日,"0.00000000	","276648.00000000	","64479.00000000	","203799.00000000	","0.00000000	","28731.00000000	","MWh	"
"2018-01-30	",日,"0.00000000	","288684.00000000	","77453.00000000	","216080.00000000	","0.00000000	","29191.00000000	","MWh	"
"2018-01-31	",日,"0.00000000	","288850.00000000	","75161.00000000	","218647.00000000	","0.00000000	","21854.00000000	","MWh	"
"2018-02-01	",日,"0.00000000	","262191.00000000	","69012.00000000	","185028.00000000	","0.00000000	","21421.00000000	","MWh	"
"2018-02-02	",日,"327487.00000000	","254510.00000000	","72977.00000000	","176432.00000000	","0.00000000	","16729.00000000	","MWh	"
"2018-02-03	",日,"0.00000000	","225032.00000000	","67650.00000000	","149754.00000000	","0.00000000	","16336.00000000	","MWh	"
"2018-02-04	",日,"0.00000000	","197413.00000000	","68625.00000000	","119850.00000000	","0.00000000	","16654.00000000	","MWh	"
"2018-02-05	",日,"0.00000000	","226156.00000000	","68611.00000000	","146730.00000000	","0.00000000	","16767.00000000	","MWh	"
"2018-02-06	",日,"0.00000000	","238956.00000000	","69833.00000000	","156186.00000000	","0.00000000	","16221.00000000	","MWh	"
"2018-02-07	",日,"0.00000000	","211136.00000000	","69250.00000000	","127765.00000000	","0.00000000	","16286.00000000	","MWh	"
"2018-02-08	",日,"0.00000000	","189912.00000000	","67381.00000000	","114539.00000000	","0.00000000	","12593.00000000	","MWh	"
"2018-02-09	",日,"0.00000000	","209731.00000000	","67575.00000000	","141416.00000000	","0.00000000	","8988.00000000	","MWh	"
"2018-02-10	",日,"0.00000000	","174360.00000000	","56239.00000000	","108889.00000000	","0.00000000	","8996.00000000	","MWh	"
"2018-02-11	",日,"0.00000000	","181990.00000000	","56239.00000000	","123982.00000000	","0.00000000	","8843.00000000	","MWh	"
"2018-02-12	",日,"0.00000000	","179741.00000000	","52742.00000000	","131916.00000000	","0.00000000	","9084.00000000	","MWh	"
"2018-02-13	",日,"0.00000000	","154879.00000000	","48628.00000000	","116642.00000000	","0.00000000	","3738.00000000	","MWh	"
"2018-02-14	",日,"0.00000000	","179684.00000000	","42157.00000000	","145635.00000000	","0.00000000	","4133.00000000	","MWh	"
"2018-02-15	",日,"0.00000000	","186225.00000000	","29285.00000000	","147716.00000000	","0.00000000	","4074.00000000	","MWh	"
"2018-02-16	",日,"0.00000000	","155181.00000000	","29541.00000000	","115936.00000000	","0.00000000	","3777.00000000	","MWh	"
"2018-02-17	",日,"0.00000000	","146052.00000000	","29697.00000000	","104681.00000000	","0.00000000	","4867.00000000	","MWh	"
"2018-02-18	",日,"0.00000000	","162960.00000000	","29016.00000000	","122922.00000000	","0.00000000	","3797.00000000	","MWh	"
"2018-02-19	",日,"0.00000000	","164748.00000000	","28878.00000000	","123356.00000000	","0.00000000	","4030.00000000	","MWh	"
"2018-02-20	",日,"0.00000000	","156200.00000000	","35279.00000000	","110194.00000000	","0.00000000	","3749.00000000	","MWh	"
"2018-02-21	",日,"0.00000000	","194574.00000000	","37131.00000000	","148618.00000000	","0.00000000	","4055.00000000	","MWh	"
"2018-02-22	",日,"0.00000000	","209852.00000000	","41108.00000000	","158644.00000000	","0.00000000	","2738.00000000	","MWh	"
"2018-02-23	",日,"0.00000000	","215795.00000000	","44165.00000000	","159816.00000000	","0.00000000	","2720.00000000	","MWh	"
"2018-02-24	",日,"0.00000000	","252020.00000000	","46526.00000000	","193772.00000000	","0.00000000	","2881.00000000	","MWh	"
"2018-02-25	",日,"0.00000000	","256647.00000000	","44417.00000000	","195580.00000000	","0.00000000	","2726.00000000	","MWh	"
"2018-02-26	",日,"0.00000000	","258864.00000000	","44939.00000000	","198316.00000000	","0.00000000	","2408.00000000	","MWh	"
"2018-02-27	",日,"0.00000000	","279658.00000000	","46461.00000000	","215021.00000000	","0.00000000	","4632.00000000	","MWh	"
"2018-02-28	",日,"0.00000000	","270785.00000000	","46782.00000000	","206612.00000000	","0.00000000	","2748.00000000	","MWh	"
"2018-03-01	",日,"0.00000000	","312577.00000000	","36486.00000000	","206554.00000000	","0.00000000	","29731.00000000	","MWh	"
"2018-03-02	",日,"0.00000000	","330552.00000000	","29538.00000000	","206669.00000000	","0.00000000	","39623.00000000	","MWh	"
